bid_id,ad_id,user_id,date_bid,bid_price,bid_status
576,760,783,2024-06-21,19778,Sent
577,760,343,2024-07-25,18308,Sent
578,760,1167,2024-07-30,19616,Sent
579,760,395,2024-05-13,18312,Sent
580,760,807,2024-06-26,16844,Accepted
581,762,1094,2024-08-05,21661,Accepted
582,767,1101,2024-08-09,19521,Sent
583,767,535,2024-08-22,22297,Sent
584,767,807,2024-08-14,22182,Accepted
585,768,212,2024-07-17,18985,Sent
586,768,1099,2024-08-18,21478,Accepted
587,769,749,2024-08-16,23769,Accepted
588,770,642,2024-04-01,20172,Sent
589,770,621,2024-02-05,22363,Sent
590,770,870,2024-03-02,24614,Accepted
591,771,547,2024-05-30,25174,Sent
592,771,843,2024-06-04,27473,Accepted
593,772,876,2024-08-18,18988,Accepted
594,773,1460,2024-03-18,17435,Sent
595,773,1047,2024-05-10,20177,Sent
596,773,1013,2024-06-17,17086,Accepted
597,774,139,2024-07-23,22664,Sent
598,774,975,2024-06-25,25123,Accepted
599,776,168,2024-07-11,22315,Sent
600,776,215,2024-04-25,25883,Accepted
601,777,1423,2024-08-24,9824,Sent
602,777,940,2024-08-23,10799,Accepted
603,781,255,2024-02-19,9841,Sent
604,781,357,2024-03-30,10084,Accepted
605,782,702,2024-03-31,15114,Accepted
606,786,1313,2024-08-08,12454,Accepted
607,787,364,2023-10-11,16142,Sent
608,787,212,2024-07-13,16323,Accepted
609,796,595,2024-08-18,16789,Accepted
610,801,406,2024-05-26,22032,Sent
611,801,635,2024-06-25,22788,Sent
612,801,906,2024-03-24,23782,Sent
613,805,834,2024-08-20,25637,Accepted
614,811,1064,2024-07-06,12678,Sent
615,811,1083,2024-07-11,12604,Sent
616,811,832,2023-11-14,13056,Sent
617,811,1417,2023-11-28,12570,Sent
618,811,687,2024-02-28,13719,Accepted
619,812,923,2024-06-21,10489,Accepted
620,816,962,2024-05-28,9657,Sent
621,817,612,2024-06-30,14563,Sent
622,817,1010,2024-03-07,13381,Sent
623,817,86,2024-04-12,14225,Accepted
624,818,1303,2024-02-27,16549,Sent
625,818,1157,2024-07-30,15802,Sent
626,818,277,2024-05-20,14293,Sent
627,818,1208,2024-03-21,15225,Accepted
628,821,926,2024-07-14,16393,Sent
629,823,307,2024-03-29,14556,Accepted
630,824,829,2024-05-28,20066,Sent
631,824,876,2024-05-31,19872,Accepted
632,827,486,2024-05-23,16806,Sent
633,827,728,2024-07-22,16762,Accepted
634,829,159,2024-08-01,12919,Accepted
635,830,882,2024-05-07,16302,Accepted
636,832,166,2024-03-25,16185,Sent
637,833,1018,2024-08-14,19326,Accepted
638,834,871,2024-07-09,16981,Sent
639,834,826,2024-07-06,17359,Accepted
640,835,708,2024-08-15,21512,Sent
641,835,557,2024-07-07,23274,Sent
642,837,62,2024-07-07,17947,Accepted
643,839,1415,2024-08-07,20261,Sent
644,839,1117,2024-08-15,18782,Accepted
645,842,369,2024-08-26,24360,Sent
646,842,1266,2024-08-12,25222,Sent
647,842,261,2024-08-10,24227,Sent
648,842,514,2024-07-13,26123,Sent
649,842,1005,2024-08-17,23166,Accepted
650,844,1186,2024-08-02,18003,Accepted
651,845,396,2024-08-03,21091,Sent
652,845,147,2024-07-26,25174,Accepted
653,846,1150,2023-11-16,28606,Accepted
654,847,269,2024-05-19,25394,Accepted
655,851,723,2024-05-26,12887,Sent
656,851,1240,2024-05-06,12427,Accepted
657,852,186,2024-07-26,10321,Accepted
658,856,1281,2024-02-07,11069,Accepted
659,857,1022,2024-08-18,14240,Sent
660,857,1494,2024-08-05,13245,Accepted
661,859,771,2024-02-07,14989,Accepted
662,862,1139,2024-06-02,12689,Sent
663,865,50,2024-08-12,17375,Accepted
664,868,1434,2024-07-19,20888,Accepted
665,870,663,2024-07-24,20703,Sent
666,870,1130,2024-06-29,20852,Accepted
667,871,1156,2024-04-09,26390,Sent
668,871,1347,2024-01-02,24835,Sent
669,871,662,2023-10-08,25445,Sent
670,872,522,2023-11-05,24021,Sent
671,872,122,2024-01-26,20664,Sent
672,872,881,2024-07-03,22047,Sent
673,872,1239,2024-06-17,20146,Sent
674,872,1256,2023-12-01,24501,Accepted
675,874,913,2023-12-08,19379,Sent
676,877,832,2024-06-17,28042,Accepted
677,879,543,2024-08-19,10812,Sent
678,879,465,2024-05-06,11678,Sent
679,879,832,2024-06-04,10601,Accepted
680,880,429,2024-08-26,14032,Accepted
681,883,1430,2024-02-06,11648,Sent
682,883,715,2024-06-11,10498,Accepted
683,887,1177,2024-06-25,11427,Accepted
684,888,1030,2024-07-22,12190,Accepted
685,889,592,2024-01-15,14236,Sent
686,889,1314,2023-11-12,15674,Sent
687,889,1467,2023-11-21,13841,Accepted
688,890,141,2024-05-22,11875,Sent
689,890,1122,2024-05-01,12185,Accepted
690,892,1474,2024-07-31,14686,Sent
691,892,1421,2024-07-12,17221,Accepted
692,893,1463,2024-07-04,15767,Accepted
693,896,264,2024-03-04,24703,Sent
694,896,18,2024-02-16,24461,Sent
695,897,747,2024-08-01,15855,Sent
696,897,343,2024-07-09,14932,Sent
697,897,420,2024-08-05,14493,Accepted
698,898,459,2024-07-29,16341,Sent
699,898,464,2024-07-08,18160,Sent
700,898,185,2024-08-19,15926,Sent
701,898,436,2024-05-04,15298,Sent
702,900,17,2024-04-04,14013,Accepted
703,901,937,2024-01-23,17406,Sent
704,901,637,2023-11-14,16768,Sent
705,901,1139,2024-03-04,15707,Accepted
706,903,328,2024-07-17,16965,Sent
707,903,215,2024-08-08,17578,Accepted
708,905,943,2024-05-11,20261,Sent
709,905,381,2024-02-06,18350,Accepted
710,907,253,2024-05-01,16849,Sent
711,907,349,2024-05-15,19763,Sent
712,907,367,2024-06-15,17933,Sent
713,907,924,2024-07-09,18234,Sent
714,907,628,2024-07-13,17440,Accepted
715,908,1446,2024-07-02,18555,Accepted
716,909,164,2024-03-01,19310,Sent
717,909,1106,2024-05-10,21429,Accepted
718,912,851,2024-07-22,20239,Sent
719,912,1073,2024-05-04,20827,Sent
720,913,223,2024-08-08,23274,Accepted
721,915,982,2024-06-14,18827,Accepted
722,918,154,2024-04-09,25225,Accepted
723,919,272,2024-03-11,10863,Accepted
724,921,854,2024-07-28,13975,Sent
725,921,394,2024-06-13,14939,Sent
726,921,1149,2024-05-28,15125,Accepted
727,923,224,2024-07-12,10148,Accepted
728,924,395,2024-06-28,17778,Sent
729,924,185,2024-07-20,17117,Sent
730,924,681,2024-06-22,16209,Sent
731,924,1171,2024-08-06,17681,Sent
732,926,842,2024-01-01,13261,Accepted
733,928,985,2024-03-21,13537,Sent
734,928,378,2024-03-15,14406,Sent
735,928,708,2024-06-03,12604,Sent
736,928,147,2024-04-23,12877,Sent
737,929,182,2024-08-09,17886,Accepted
738,930,363,2024-08-25,17071,Sent
739,930,11,2024-08-19,14429,Sent
740,930,1046,2024-08-24,17642,Sent
741,930,275,2024-08-18,16954,Sent
742,930,1215,2024-08-17,14414,Sent
743,930,701,2024-08-23,15037,Accepted
744,931,963,2024-04-13,19428,Sent
745,931,1038,2024-08-05,21480,Sent
746,931,1305,2024-05-02,20947,Accepted
747,933,966,2024-07-30,13198,Accepted
748,934,874,2024-04-02,18216,Sent
749,934,458,2023-12-19,15631,Accepted
750,937,1277,2024-02-05,16949,Accepted
751,939,191,2024-08-13,24221,Sent
752,939,156,2024-08-23,21326,Sent
753,939,1172,2024-08-10,24391,Accepted
754,941,1106,2024-01-04,19935,Accepted
755,943,356,2024-07-11,20843,Sent
756,943,1109,2024-03-18,21372,Accepted
757,944,1081,2024-07-19,23949,Sent
758,944,1131,2024-08-10,25743,Sent
759,944,1016,2024-06-19,24532,Sent
760,944,1015,2024-08-19,24843,Accepted
761,945,33,2024-07-03,19437,Sent
762,945,407,2023-11-06,19875,Sent
763,945,800,2024-01-17,20213,Sent
764,955,284,2024-08-08,13657,Sent
765,955,1442,2024-08-03,12373,Sent
766,955,1210,2024-07-29,14776,Sent
767,955,1448,2024-08-19,12687,Accepted
768,957,1180,2024-08-25,13684,Sent
769,957,338,2024-08-25,12877,Sent
770,957,320,2024-08-26,11817,Sent
771,957,15,2024-08-25,13627,Sent
772,961,804,2023-12-26,13648,Sent
773,961,510,2024-08-19,13671,Sent
774,961,230,2023-11-07,13056,Accepted
775,962,66,2024-08-09,15098,Sent
776,962,1380,2024-08-19,15414,Accepted
777,963,175,2024-08-15,17772,Accepted
778,964,337,2024-08-01,15788,Sent
779,966,286,2024-08-09,17739,Sent
780,966,748,2024-07-27,19135,Sent
781,966,1403,2024-08-16,20940,Accepted
782,967,1358,2024-01-15,23177,Sent
783,967,521,2024-04-07,22406,Sent
784,967,805,2024-05-27,21843,Accepted
785,972,181,2024-04-02,16780,Accepted
786,975,86,2024-04-28,21033,Sent
787,975,35,2024-03-09,21011,Sent
788,975,1253,2024-04-15,19684,Sent
789,975,307,2024-04-07,22137,Accepted
790,976,192,2024-08-09,18936,Sent
791,977,34,2024-05-22,20188,Accepted
792,978,406,2024-08-10,18652,Sent
793,979,45,2024-04-01,20442,Sent
794,979,98,2024-06-03,19217,Accepted
795,982,1273,2024-07-17,22425,Sent
796,984,1432,2023-11-04,27668,Sent
797,984,146,2024-06-29,24071,Accepted
798,985,481,2023-11-30,20661,Sent
799,985,1147,2023-11-12,20221,Sent
800,985,1379,2024-04-06,18732,Accepted
801,986,809,2024-07-30,20155,Sent
802,986,1334,2024-08-21,18239,Accepted
803,989,924,2024-02-05,23600,Accepted
804,990,684,2024-05-05,11005,Accepted
805,991,159,2024-06-30,13329,Accepted
806,992,1481,2024-07-29,14327,Sent
807,994,1022,2024-03-22,11232,Accepted
808,995,792,2024-08-24,15152,Sent
809,995,605,2024-07-24,17493,Accepted
810,996,1343,2024-03-04,14348,Accepted
811,997,1149,2024-07-09,12060,Sent
812,997,670,2024-07-18,13281,Sent
813,997,497,2024-08-07,12438,Accepted
814,1005,148,2024-07-23,17204,Accepted
815,1008,901,2024-06-29,16721,Accepted
816,1010,1084,2024-08-17,21169,Sent
817,1010,187,2024-08-25,20447,Accepted
818,1015,653,2024-07-14,21846,Sent
819,1015,1322,2024-08-12,25639,Sent
820,1015,658,2024-06-20,23280,Sent
821,1015,261,2024-08-05,25362,Sent
822,1015,550,2024-08-14,25769,Accepted
823,1018,416,2024-07-31,22814,Accepted
824,1019,236,2024-04-21,25398,Accepted
825,1024,1385,2024-04-15,12329,Accepted
826,1026,1173,2024-05-05,14242,Accepted
827,1031,680,2024-05-10,16750,Sent
828,1031,802,2024-06-27,15770,Sent
829,1031,1089,2024-05-10,13722,Accepted
830,1033,1431,2024-07-16,12924,Accepted
831,1035,225,2024-03-07,17750,Accepted
832,1037,56,2024-06-15,17817,Sent
833,1037,508,2024-05-28,21691,Accepted
834,1039,771,2024-06-02,15970,Sent
835,1039,408,2024-08-19,17485,Sent
836,1039,164,2024-06-28,15305,Sent
837,1040,129,2024-08-02,16586,Accepted
838,1041,1029,2024-05-14,14727,Accepted
839,1043,324,2024-07-08,16121,Accepted
840,1044,1080,2024-04-30,16945,Accepted
841,1045,973,2024-01-08,16682,Sent
842,1045,42,2024-05-26,17553,Accepted
843,1048,591,2024-08-22,23756,Accepted
844,1049,213,2024-05-22,18389,Sent
845,1049,215,2024-07-08,16148,Sent
846,1049,1413,2024-01-23,17878,Accepted
847,1050,215,2024-06-28,20409,Sent
848,1050,458,2024-06-11,18477,Sent
849,1050,512,2024-08-10,19510,Sent
850,1050,630,2024-06-18,17948,Accepted
851,1052,616,2024-06-15,19825,Accepted
852,1053,1306,2024-08-08,25762,Sent
853,1053,714,2024-06-17,25238,Sent
854,1053,403,2024-08-07,23959,Accepted
855,1056,1455,2024-08-05,19894,Sent
856,1056,1297,2024-07-15,18718,Accepted
857,1059,1197,2024-07-16,23688,Accepted
858,1060,1168,2024-06-03,24762,Accepted
859,1062,26,2024-08-26,13912,Sent
860,1062,530,2024-07-30,12115,Sent
861,1062,736,2024-08-11,14291,Accepted
862,1063,1139,2024-02-19,16461,Sent
863,1063,935,2024-08-08,16217,Sent
864,1063,665,2024-06-30,14120,Sent
865,1063,801,2024-05-05,13946,Accepted
866,1064,520,2024-08-10,12169,Accepted
867,1067,1279,2024-08-09,13021,Sent
868,1067,550,2024-08-03,15128,Sent
869,1067,757,2024-07-24,12934,Accepted
870,1068,447,2024-08-02,12683,Accepted
871,1070,232,2024-08-20,12049,Accepted
872,1073,946,2024-05-09,17753,Accepted
873,1075,907,2024-03-27,11823,Sent
874,1075,1441,2024-06-04,13080,Sent
875,1075,1063,2024-08-08,13826,Accepted
876,1076,1078,2024-08-25,16902,Sent
877,1076,550,2024-06-16,17252,Accepted
878,1080,126,2024-07-25,18003,Sent
879,1080,1278,2024-08-03,17718,Sent
880,1080,1144,2024-05-27,19717,Accepted
881,1081,43,2024-02-06,23770,Accepted
882,1083,58,2024-07-11,20521,Sent
883,1083,52,2024-05-16,20172,Accepted
884,1084,1253,2024-04-13,23510,Sent
885,1084,615,2024-04-25,25856,Sent
886,1084,160,2024-07-04,24192,Sent
887,1085,1397,2024-08-26,20604,Accepted
888,1087,593,2024-01-04,20045,Sent
889,1087,1042,2023-12-26,19432,Sent
890,1087,1486,2024-07-25,20625,Sent
891,1087,5,2024-08-26,18464,Accepted
892,1088,923,2024-07-18,17434,Accepted
893,1090,1297,2024-08-17,26476,Accepted
894,1092,951,2024-02-21,10840,Sent
895,1092,441,2024-04-15,10402,Accepted
896,1095,621,2024-08-21,13629,Sent
897,1099,1433,2024-08-06,11717,Accepted
898,1105,624,2024-05-10,14833,Accepted
899,1106,549,2024-05-01,16443,Sent
900,1107,1352,2024-03-15,14420,Sent
901,1107,1155,2024-03-06,15892,Sent
902,1107,1375,2024-01-31,14583,Sent
903,1115,619,2024-08-14,19179,Accepted
904,1117,840,2024-08-17,19442,Accepted
905,1118,799,2024-07-20,19738,Accepted
906,1119,596,2024-07-28,20947,Accepted
907,1120,994,2024-06-14,18543,Accepted
908,1121,1061,2024-08-21,18782,Accepted
909,1122,1181,2024-08-22,21306,Accepted
910,1123,288,2024-07-03,21655,Accepted
911,1124,928,2024-05-26,22387,Accepted
912,1126,1432,2024-05-07,23218,Accepted
913,1128,645,2024-08-26,17326,Sent
914,1128,1209,2024-08-26,19474,Accepted
915,1129,779,2023-12-23,25622,Sent
916,1129,934,2023-11-05,22909,Accepted
917,1131,1427,2024-05-27,24257,Accepted
918,1132,1152,2024-07-28,10912,Accepted
919,1133,167,2024-07-16,13656,Accepted
920,1135,698,2024-05-30,11343,Sent
921,1135,817,2023-10-18,11412,Sent
922,1135,523,2024-07-16,13610,Sent
923,1135,502,2024-07-13,11450,Accepted
924,1136,930,2024-07-03,10673,Sent
925,1136,318,2024-04-24,10705,Accepted
926,1148,1492,2024-02-14,18566,Accepted
927,1150,1226,2024-01-30,15508,Accepted
928,1151,1452,2024-02-11,17288,Accepted
929,1153,578,2024-08-21,21426,Accepted
930,1154,538,2024-07-27,21681,Accepted
931,1156,1107,2024-08-13,24744,Accepted
932,1161,1358,2024-07-26,26789,Sent
933,1163,829,2024-06-22,10460,Sent
934,1163,1273,2024-07-24,11214,Accepted
935,1164,606,2024-03-12,13500,Accepted
936,1167,412,2024-08-22,10077,Accepted
937,1169,371,2024-07-22,15673,Accepted
938,1172,888,2024-08-22,14160,Accepted
939,1175,1011,2024-07-26,13673,Sent
940,1175,337,2024-07-02,13139,Accepted
941,1177,4,2024-08-23,16765,Accepted
942,1178,673,2024-08-17,17817,Sent
943,1178,237,2024-06-20,16664,Sent
944,1178,759,2024-07-20,15273,Accepted
945,1180,863,2024-08-18,21806,Sent
946,1180,356,2024-08-23,21251,Accepted
947,1181,391,2024-07-02,17324,Accepted
948,1186,875,2024-05-11,17342,Accepted
949,1188,420,2024-06-27,20185,Accepted
950,1190,1103,2024-04-14,22696,Accepted
951,1192,1077,2024-06-07,21151,Sent
952,1192,1159,2024-07-29,21479,Accepted
953,1193,197,2024-04-16,20997,Accepted
954,1194,617,2024-03-04,21763,Accepted
955,1195,895,2024-06-21,23038,Accepted
956,1196,432,2024-08-01,23947,Sent
957,1196,181,2024-06-30,21352,Sent
958,1196,91,2024-07-17,24023,Sent
959,1196,652,2024-07-06,20088,Sent
960,1197,250,2024-08-23,27241,Sent
961,1197,1126,2024-08-20,24817,Sent
962,1199,285,2024-07-03,18216,Sent
963,1199,447,2024-07-28,17083,Accepted
964,1200,554,2024-07-29,24826,Sent
965,1200,1158,2024-06-19,24775,Sent
966,1200,215,2024-08-24,21262,Accepted
967,1203,642,2024-04-28,11654,Accepted
968,1204,790,2024-07-15,12722,Sent
969,1204,1404,2024-06-09,12006,Sent
970,1204,827,2024-07-05,13590,Sent
971,1204,1177,2024-08-06,13983,Accepted
972,1205,139,2024-07-25,14647,Accepted
973,1207,1038,2024-05-10,11010,Accepted
974,1208,1084,2024-07-04,14430,Sent
975,1208,223,2024-05-28,15264,Sent
976,1208,996,2024-05-18,15091,Accepted
977,1210,78,2024-04-25,12016,Accepted
978,1212,1030,2024-06-05,13578,Sent
979,1213,491,2024-07-19,17836,Sent
980,1213,1347,2024-06-04,16320,Sent
981,1213,838,2024-06-05,17158,Sent
982,1213,401,2024-06-21,18278,Sent
983,1213,481,2024-07-01,17666,Accepted
984,1214,56,2024-06-15,15251,Sent
985,1215,576,2024-07-12,20567,Sent
986,1215,68,2024-07-04,17749,Sent
987,1215,328,2024-07-31,19445,Accepted
988,1217,122,2024-08-13,12775,Accepted
989,1220,1067,2024-08-24,20359,Accepted
990,1221,1172,2024-04-29,16906,Sent
991,1221,1045,2024-07-18,15313,Accepted
992,1223,563,2024-08-04,23982,Sent
993,1223,428,2024-08-14,23774,Sent
994,1224,700,2024-03-20,19634,Sent
995,1224,1350,2024-02-13,20173,Accepted
996,1225,366,2024-07-08,22372,Accepted
997,1226,1007,2024-05-08,24977,Sent
998,1226,917,2024-03-16,24579,Sent
999,1226,261,2024-07-07,25787,Sent
1000,1226,571,2024-07-15,23530,Sent
1001,1226,736,2024-08-22,24285,Accepted
1002,1227,1410,2024-08-07,22353,Accepted
1003,1228,641,2024-07-28,25377,Accepted
1004,1229,1434,2024-02-16,21663,Sent
1005,1229,1310,2024-02-07,18580,Sent
1006,1229,822,2024-07-29,18267,Accepted
1007,1230,460,2024-08-23,19796,Accepted
1008,1231,1202,2024-07-19,24200,Sent
1009,1231,842,2024-06-17,25330,Accepted
1010,1232,156,2024-07-04,23522,Sent
1011,1232,1148,2024-08-19,28279,Accepted
1012,1234,155,2024-05-11,10772,Sent
1013,1235,586,2024-04-11,14286,Sent
1014,1235,336,2024-04-15,13873,Sent
1015,1235,463,2024-07-24,12787,Accepted
1016,1238,905,2024-03-18,11579,Sent
1017,1238,290,2024-06-26,11587,Sent
1018,1238,760,2024-06-04,9848,Accepted
1019,1239,373,2024-07-15,12053,Accepted
1020,1240,1243,2024-03-13,13981,Sent
1021,1240,555,2024-08-06,15324,Sent
1022,1240,125,2024-05-04,14335,Sent
1023,1240,764,2024-04-16,16270,Accepted
1024,1241,233,2024-05-17,11745,Sent
1025,1241,1361,2024-08-08,13151,Accepted
1026,1246,167,2024-08-14,14427,Accepted
1027,1248,1393,2024-03-27,18337,Accepted
1028,1249,69,2024-06-03,16852,Accepted
1029,1251,621,2023-11-16,21851,Accepted
1030,1252,958,2024-05-30,16838,Sent
1031,1252,1421,2024-07-27,16497,Accepted
1032,1254,45,2024-06-19,15607,Accepted
1033,1255,878,2024-08-23,14995,Accepted
1034,1257,1187,2024-08-17,18657,Sent
1035,1257,387,2024-08-16,17781,Accepted
1036,1259,768,2024-07-31,20582,Accepted
1037,1260,396,2024-07-31,18261,Accepted
1038,1262,788,2024-01-15,17697,Sent
1039,1262,15,2024-03-31,17099,Sent
1040,1262,69,2024-01-25,16979,Sent
1041,1262,1229,2024-04-20,18407,Accepted
1042,1263,39,2023-11-30,18293,Sent
1043,1263,1414,2024-08-10,21779,Sent
1044,1263,1191,2023-11-13,19399,Accepted
1045,1264,1109,2024-06-30,22315,Accepted
1046,1265,1477,2024-08-05,21157,Sent
1047,1265,1471,2024-03-27,20741,Accepted
1048,1267,161,2023-11-20,21628,Sent
1049,1267,870,2024-08-08,22105,Accepted
1050,1268,984,2024-08-04,23389,Sent
1051,1268,1140,2024-07-10,27451,Sent
1052,1268,672,2024-07-10,24522,Sent
1053,1268,279,2024-08-08,27522,Sent
1054,1269,664,2024-08-16,19404,Accepted
1055,1271,128,2024-06-22,22554,Accepted
1056,1275,428,2024-08-25,14430,Accepted
1057,1277,1175,2024-08-04,12133,Sent
1058,1277,1342,2024-03-12,11347,Sent
1059,1277,403,2024-06-20,12014,Sent
1060,1277,184,2024-04-22,12714,Accepted
1061,1282,344,2024-03-17,10107,Accepted
1062,1284,1432,2024-02-19,17785,Accepted
1063,1285,549,2024-08-10,17525,Sent
1064,1287,656,2024-07-30,13205,Accepted
1065,1288,402,2024-07-15,11812,Accepted
1066,1289,1243,2024-08-23,15441,Accepted
1067,1290,1224,2024-02-20,22493,Accepted
1068,1292,1311,2024-06-17,16173,Sent
1069,1292,830,2024-08-05,16073,Accepted
1070,1299,92,2024-08-02,25848,Accepted
1071,1302,1356,2024-08-04,23517,Sent
1072,1302,1471,2024-02-02,22361,Accepted
1073,1307,29,2024-08-26,15139,Accepted
1074,1310,613,2024-05-25,12163,Accepted
1075,1311,608,2024-08-17,16182,Sent
1076,1311,527,2024-08-23,15672,Accepted
1077,1312,1019,2024-01-24,13175,Sent
1078,1312,388,2024-07-11,13718,Sent
1079,1312,41,2024-02-13,12647,Accepted
1080,1313,979,2024-07-28,10033,Accepted
1081,1314,739,2024-03-16,14390,Accepted
1082,1315,821,2024-08-17,16599,Accepted
1083,1316,543,2024-03-27,12867,Sent
1084,1316,649,2024-07-13,13721,Accepted
1085,1320,509,2024-05-06,14718,Sent
1086,1320,823,2024-05-11,16005,Accepted
1087,1324,480,2024-03-12,16672,Sent
1088,1324,144,2023-10-14,18794,Accepted
1089,1325,516,2024-08-25,14063,Accepted
1090,1329,1298,2024-01-09,17785,Accepted
1091,1330,193,2024-07-21,20442,Sent
1092,1330,918,2024-07-09,20178,Accepted
1093,1332,747,2024-08-02,23340,Accepted
1094,1334,65,2024-03-27,19068,Accepted
1095,1337,422,2024-07-09,24767,Sent
1096,1337,1419,2024-06-19,24019,Accepted
1097,1339,568,2024-05-06,23603,Accepted
1098,1341,1163,2024-02-27,17105,Accepted
1099,1342,14,2024-01-01,21188,Accepted
1100,1345,1216,2023-11-25,10694,Accepted
1101,1346,90,2024-07-04,14567,Sent
1102,1346,25,2024-05-19,12882,Accepted
1103,1347,314,2024-08-02,16344,Accepted
1104,1348,917,2024-08-07,13223,Accepted
1105,1351,949,2024-08-24,15715,Sent
1106,1351,961,2024-07-20,15516,Accepted
1107,1352,640,2023-11-15,11950,Accepted
1108,1353,1467,2024-07-30,9939,Accepted
1109,1357,630,2024-06-27,20923,Accepted
1110,1361,824,2024-06-10,21556,Sent
1111,1361,1460,2024-08-07,22719,Accepted
1112,1362,762,2024-07-28,18990,Sent
1113,1362,290,2024-07-09,19611,Accepted
1114,1363,1115,2024-05-25,14685,Sent
1115,1363,25,2024-06-18,17062,Sent
1116,1363,763,2024-06-24,17724,Accepted
1117,1364,376,2024-04-02,19583,Accepted
1118,1366,117,2024-06-27,20854,Accepted
1119,1367,1404,2024-07-28,22351,Accepted
1120,1368,753,2024-08-11,25213,Sent
1121,1368,1054,2024-08-01,27240,Sent
1122,1368,556,2024-08-26,23868,Accepted
1123,1369,854,2024-08-24,20242,Sent
1124,1369,45,2024-08-19,23519,Accepted
1125,1370,1436,2024-08-13,23411,Sent
1126,1370,293,2024-08-13,21955,Sent
1127,1370,1486,2024-08-04,22674,Sent
1128,1370,361,2024-08-09,23553,Accepted
1129,1373,463,2024-08-26,23261,Accepted
1130,1374,146,2024-06-27,25776,Accepted
1131,1375,732,2024-06-25,26006,Sent
1132,1375,110,2024-07-17,25747,Sent
1133,1375,1364,2023-11-04,21771,Accepted
1134,1382,1358,2024-07-01,16387,Accepted
1135,1383,863,2024-08-26,13726,Sent
1136,1383,1417,2024-08-24,11393,Accepted
