bid_id,ad_id,user_id,date_bid,bid_price,bid_status
1137,1384,377,2024-05-23,9930,Sent
1138,1384,297,2024-01-01,11640,Sent
1139,1384,350,2024-02-21,9802,Accepted
1140,1385,1294,2024-02-01,13446,Accepted
1141,1388,1157,2024-06-13,13245,Sent
1142,1388,906,2024-07-17,15834,Sent
1143,1388,648,2024-04-21,13493,Accepted
1144,1392,1386,2024-05-28,20730,Accepted
1145,1393,1309,2024-04-22,21869,Sent
1146,1393,488,2024-07-26,23210,Accepted
1147,1395,130,2024-07-30,15303,Accepted
1148,1397,1104,2024-08-23,15164,Accepted
1149,1398,347,2024-07-10,15096,Sent
1150,1398,63,2024-07-30,14405,Accepted
1151,1399,712,2024-06-29,18266,Accepted
1152,1401,1097,2024-02-07,20265,Accepted
1153,1408,285,2024-02-22,26533,Sent
1154,1408,339,2024-07-05,24543,Sent
1155,1408,992,2024-05-30,24892,Sent
1156,1408,792,2024-05-09,21801,Accepted
1157,1411,750,2024-01-18,19697,Accepted
1158,1413,954,2024-08-15,22819,Sent
1159,1413,1059,2024-08-23,21132,Sent
1160,1413,281,2024-08-06,21343,Accepted
1161,1414,677,2024-07-04,26949,Accepted
1162,1416,920,2024-07-10,11425,Sent
1163,1416,763,2024-05-26,10845,Sent
1164,1416,756,2024-04-26,11396,Accepted
1165,1417,570,2024-06-30,13670,Accepted
1166,1419,1332,2024-04-13,12579,Sent
1167,1419,1126,2024-05-13,11821,Sent
1168,1419,168,2024-05-22,11881,Sent
1169,1419,1117,2024-04-24,12147,Accepted
1170,1420,1078,2024-07-11,10947,Accepted
1171,1422,1483,2024-08-23,13075,Accepted
1172,1423,676,2023-12-15,13161,Sent
1173,1423,241,2024-03-29,13510,Sent
1174,1423,1206,2024-04-25,13209,Sent
1175,1423,424,2024-07-21,13202,Accepted
1176,1424,565,2024-08-24,10313,Accepted
1177,1430,356,2024-03-16,13530,Sent
1178,1431,980,2024-02-15,17517,Accepted
1179,1432,1311,2024-08-13,20116,Accepted
1180,1433,894,2024-07-11,20316,Sent
1181,1433,769,2024-05-29,18507,Sent
1182,1433,1293,2024-08-05,20133,Sent
1183,1433,146,2024-08-14,19023,Sent
1184,1433,317,2024-08-25,17164,Sent
1185,1433,450,2024-08-02,17043,Accepted
1186,1434,897,2024-07-31,15716,Sent
1187,1434,350,2024-07-25,15020,Sent
1188,1434,530,2024-07-25,16452,Accepted
1189,1437,509,2024-08-17,20215,Accepted
1190,1442,54,2023-11-06,20795,Accepted
1191,1443,426,2024-03-26,17813,Accepted
1192,1444,926,2024-01-25,25196,Accepted
1193,1445,758,2024-08-10,26895,Sent
1194,1445,840,2024-08-18,25303,Sent
1195,1445,266,2024-08-18,27832,Sent
1196,1445,567,2024-08-19,24096,Sent
1197,1449,1097,2024-06-15,15425,Sent
1198,1451,1148,2024-04-28,10392,Sent
1199,1451,486,2024-06-17,11273,Sent
1200,1451,1459,2024-05-28,11274,Accepted
1201,1454,899,2024-08-04,13852,Accepted
1202,1457,596,2024-01-23,16705,Accepted
1203,1459,1474,2024-07-04,14611,Sent
1204,1459,297,2024-07-22,15560,Accepted
1205,1460,542,2024-07-02,16055,Sent
1206,1460,250,2024-05-08,15251,Sent
1207,1460,334,2024-05-27,16949,Accepted
1208,1461,448,2024-07-29,15360,Sent
1209,1462,797,2024-07-07,15970,Accepted
1210,1464,537,2024-08-10,24252,Accepted
1211,1465,215,2024-01-28,17174,Accepted
1212,1467,561,2023-12-16,14697,Accepted
1213,1470,1384,2024-05-09,18387,Accepted
1214,1471,696,2024-06-20,18405,Sent
1215,1471,374,2024-06-26,18740,Sent
1216,1477,1348,2024-08-26,21109,Accepted
1217,1479,269,2024-08-26,23979,Accepted
1218,1481,1055,2024-08-26,22642,Accepted
1219,1483,1296,2023-10-27,19284,Accepted
1220,1484,222,2024-07-15,22993,Sent
1221,1484,137,2024-08-17,24269,Accepted
1222,1486,1002,2024-05-23,25708,Sent
1223,1486,138,2024-08-18,24069,Sent
1224,1486,170,2024-08-07,25255,Accepted
1225,1487,588,2024-03-15,11280,Sent
1226,1487,1447,2024-01-21,9817,Accepted
1227,1488,976,2023-11-25,13236,Accepted
1228,1492,672,2024-04-08,16845,Accepted
1229,1493,256,2023-11-27,12949,Accepted
1230,1494,38,2024-08-19,12468,Sent
1231,1494,872,2024-05-25,12663,Accepted
1232,1499,1227,2024-08-22,17867,Accepted
1233,1500,1312,2024-05-13,15774,Sent
1234,1500,13,2024-05-20,15257,Sent
1235,1500,1290,2024-04-27,13525,Accepted
1236,1501,425,2024-06-19,11228,Sent
1237,1501,22,2024-03-13,11540,Accepted
1238,1507,1024,2024-08-17,20409,Sent
1239,1507,1457,2024-08-16,20910,Sent
1240,1507,225,2024-08-21,24693,Sent
1241,1507,175,2024-08-25,23448,Sent
1242,1507,87,2024-08-23,24382,Accepted
1243,1510,1006,2024-03-08,27555,Accepted
1244,1511,1424,2024-01-15,21721,Sent
1245,1511,496,2024-07-11,24563,Accepted
1246,1512,1226,2024-08-02,21775,Sent
1247,1512,1261,2024-08-23,25161,Sent
1248,1512,229,2024-08-18,23870,Sent
1249,1512,1347,2024-08-20,23677,Sent
1250,1515,695,2024-04-04,22831,Sent
1251,1515,1083,2024-06-08,21810,Sent
1252,1515,632,2024-05-14,21911,Sent
1253,1515,283,2024-07-11,24405,Accepted
1254,1517,1035,2024-08-01,26254,Accepted
1255,1518,90,2024-07-04,9786,Accepted
1256,1519,717,2024-07-16,12482,Sent
1257,1519,903,2024-08-08,12982,Sent
1258,1519,597,2024-07-30,12224,Sent
1259,1519,1122,2024-07-25,14074,Accepted
1260,1521,1154,2024-05-14,13250,Sent
1261,1521,675,2023-09-11,13124,Sent
1262,1521,646,2024-05-19,11366,Sent
1263,1521,96,2023-09-18,12057,Sent
1264,1521,39,2024-06-26,11407,Sent
1265,1521,840,2024-07-10,13260,Accepted
1266,1523,560,2024-03-18,14437,Accepted
1267,1524,1161,2024-08-07,13829,Accepted
1268,1525,211,2024-02-21,12415,Sent
1269,1525,760,2024-07-31,13364,Accepted
1270,1527,1311,2024-06-04,14578,Accepted
1271,1530,751,2024-04-26,14615,Sent
1272,1530,1329,2024-08-05,15707,Accepted
1273,1531,1453,2024-07-30,15565,Sent
1274,1531,1245,2024-08-09,16086,Sent
1275,1531,489,2024-08-26,17133,Sent
1276,1531,1199,2024-08-21,16511,Sent
1277,1531,1000,2024-07-30,14834,Accepted
1278,1533,248,2024-06-21,16961,Accepted
1279,1534,1442,2024-02-08,18669,Accepted
1280,1535,675,2024-06-11,21853,Accepted
1281,1539,1086,2024-01-01,15808,Accepted
1282,1542,1265,2024-02-09,17544,Accepted
1283,1543,1424,2024-08-26,18804,Sent
1284,1543,1467,2024-08-26,21607,Sent
1285,1543,1312,2024-08-25,19604,Accepted
1286,1545,155,2024-03-07,22455,Accepted
1287,1547,1471,2024-05-03,19728,Sent
1288,1547,537,2024-08-14,18979,Sent
1289,1547,1018,2024-07-23,21555,Accepted
1290,1548,387,2024-02-14,19996,Accepted
1291,1550,867,2023-09-25,21721,Accepted
1292,1552,476,2024-02-25,23242,Sent
1293,1552,864,2024-07-14,26032,Sent
1294,1552,103,2024-05-23,25852,Sent
1295,1552,142,2024-04-28,23142,Sent
1296,1552,1315,2024-01-21,23548,Accepted
1297,1557,1202,2024-06-18,23432,Accepted
1298,1558,175,2024-08-12,11679,Accepted
1299,1561,589,2024-07-30,12206,Accepted
1300,1564,612,2024-08-23,13299,Accepted
1301,1565,1067,2024-07-24,11549,Sent
1302,1567,800,2024-02-04,14785,Sent
1303,1567,1226,2024-02-15,13435,Sent
1304,1567,1061,2023-12-31,14543,Accepted
1305,1569,1020,2024-08-24,15721,Sent
1306,1569,710,2024-08-03,16324,Accepted
1307,1575,1065,2024-02-17,18430,Sent
1308,1575,1446,2024-07-09,20471,Accepted
1309,1578,277,2024-07-19,21809,Sent
1310,1578,241,2024-03-29,20559,Sent
1311,1578,44,2024-07-20,20112,Accepted
1312,1581,1448,2024-03-02,23469,Sent
1313,1581,1497,2024-04-01,25272,Sent
1314,1581,960,2024-03-31,25381,Accepted
1315,1586,881,2023-10-15,24566,Sent
1316,1586,217,2024-08-22,22739,Sent
1317,1586,1337,2024-06-20,22705,Accepted
1318,1587,1008,2024-01-30,25913,Accepted
1319,1588,269,2024-08-04,25854,Accepted
1320,1590,1177,2024-08-18,13359,Accepted
1321,1591,1439,2024-08-03,14750,Sent
1322,1592,1456,2024-03-20,13055,Sent
1323,1592,170,2024-01-19,13356,Sent
1324,1592,392,2024-06-18,13759,Accepted
1325,1594,660,2024-08-23,12153,Sent
1326,1594,233,2024-05-05,14637,Accepted
1327,1595,1453,2023-10-17,15230,Accepted
1328,1596,238,2023-11-16,11890,Accepted
1329,1597,347,2024-06-27,10499,Accepted
1330,1598,378,2024-01-29,12853,Sent
1331,1598,1091,2023-12-26,13021,Accepted
1332,1600,1351,2024-07-13,12893,Accepted
1333,1602,514,2024-06-16,17768,Sent
1334,1604,699,2024-08-13,15615,Sent
1335,1604,1072,2024-08-24,15197,Accepted
1336,1608,480,2024-08-24,16495,Accepted
1337,1609,1427,2024-05-11,14512,Sent
1338,1609,1480,2024-08-23,15317,Accepted
1339,1610,249,2024-08-15,14817,Accepted
1340,1615,1143,2024-05-01,20504,Accepted
1341,1616,82,2024-07-30,21957,Sent
1342,1616,1409,2024-07-25,19917,Sent
1343,1616,26,2024-08-02,22459,Accepted
1344,1619,109,2024-04-16,22689,Accepted
1345,1620,1166,2024-07-30,22769,Accepted
1346,1621,637,2024-08-13,22346,Sent
1347,1621,176,2024-05-06,23439,Sent
1348,1621,1172,2024-08-12,23234,Sent
1349,1621,819,2024-08-16,26093,Sent
1350,1621,733,2024-05-23,23377,Sent
1351,1624,179,2024-08-26,19371,Sent
1352,1624,445,2024-08-05,20476,Accepted
1353,1626,1120,2024-07-03,25260,Accepted
1354,1627,2,2024-08-11,24752,Sent
1355,1627,512,2024-07-19,26484,Sent
1356,1628,1337,2024-07-18,24987,Accepted
1357,1634,1359,2024-07-10,16797,Accepted
1358,1635,1453,2024-08-14,15265,Accepted
1359,1638,1439,2024-08-11,14095,Sent
1360,1638,807,2024-08-06,12324,Accepted
1361,1641,79,2024-06-05,19687,Accepted
1362,1646,1498,2024-03-31,18360,Sent
1363,1646,380,2024-04-19,18784,Accepted
1364,1647,596,2024-03-22,15828,Sent
1365,1647,992,2024-03-01,16480,Accepted
1366,1648,802,2023-10-31,19242,Accepted
1367,1653,56,2024-08-22,21981,Sent
1368,1657,1332,2024-04-16,23945,Accepted
1369,1658,491,2024-02-26,25036,Sent
1370,1658,580,2024-06-17,27757,Sent
1371,1658,120,2024-05-22,26904,Sent
1372,1658,1266,2024-07-16,23428,Accepted
1373,1661,1345,2024-06-18,14321,Accepted
1374,1662,249,2024-08-23,16574,Sent
1375,1662,1274,2024-06-06,15882,Accepted
1376,1664,947,2024-06-10,9735,Accepted
1377,1665,944,2024-03-25,13202,Accepted
1378,1668,1226,2024-03-22,11096,Accepted
1379,1669,7,2024-04-10,14143,Sent
1380,1673,27,2023-12-31,17816,Sent
1381,1673,337,2023-12-05,15774,Accepted
1382,1676,802,2024-06-25,19706,Accepted
1383,1677,185,2024-08-01,20207,Sent
1384,1677,467,2024-08-16,24480,Accepted
1385,1679,151,2024-03-06,18338,Accepted
1386,1685,1484,2024-06-28,19154,Sent
1387,1685,1462,2024-08-23,21908,Sent
1388,1685,1302,2024-04-12,21016,Sent
1389,1685,1450,2024-04-16,20692,Accepted
1390,1689,52,2024-08-23,19048,Sent
1391,1689,587,2024-08-13,20130,Sent
1392,1689,731,2024-08-21,19200,Accepted
1393,1692,330,2024-07-18,24908,Accepted
1394,1696,374,2024-07-13,19547,Accepted
1395,1700,782,2024-05-29,9983,Accepted
1396,1701,827,2024-08-14,14751,Sent
1397,1701,491,2024-08-08,13275,Sent
1398,1701,706,2024-07-21,12734,Accepted
1399,1705,160,2024-06-29,15494,Sent
1400,1706,1488,2024-04-19,13302,Sent
1401,1706,1192,2024-06-29,13343,Accepted
1402,1707,11,2024-05-11,13024,Accepted
1403,1709,451,2024-06-24,13979,Accepted
1404,1710,28,2024-06-03,16638,Sent
1405,1710,428,2024-06-03,18599,Accepted
1406,1713,876,2024-08-01,15070,Sent
1407,1713,787,2024-07-17,14918,Accepted
1408,1714,1240,2024-06-06,13691,Accepted
1409,1719,414,2024-07-22,19198,Accepted
1410,1721,864,2024-05-19,21801,Sent
1411,1722,541,2024-04-14,21033,Sent
1412,1722,957,2024-07-19,21410,Sent
1413,1722,1109,2024-07-20,18884,Accepted
1414,1723,465,2023-11-23,24027,Accepted
1415,1726,920,2024-04-05,18373,Sent
1416,1726,836,2024-04-24,21347,Accepted
1417,1728,118,2024-07-29,25130,Accepted
1418,1729,841,2024-08-11,26208,Sent
1419,1729,819,2024-08-20,27846,Accepted
1420,1731,879,2024-06-27,10555,Accepted
1421,1732,584,2024-01-17,14745,Accepted
1422,1734,533,2024-08-25,13769,Sent
1423,1734,1085,2024-07-08,11423,Accepted
1424,1736,335,2023-12-30,14240,Sent
1425,1736,383,2024-01-07,12737,Sent
1426,1736,126,2024-07-09,14533,Sent
1427,1736,645,2024-02-16,14572,Sent
1428,1736,1485,2023-10-04,14402,Accepted
1429,1739,518,2024-07-18,11253,Sent
1430,1739,588,2024-04-12,11433,Accepted
1431,1740,679,2024-06-29,13470,Accepted
1432,1741,490,2024-07-29,16126,Accepted
1433,1742,621,2024-07-19,13173,Accepted
1434,1743,854,2024-08-19,14433,Accepted
1435,1744,1392,2023-11-19,16488,Accepted
1436,1745,1311,2024-06-07,16964,Accepted
1437,1746,57,2024-07-18,16996,Accepted
1438,1747,70,2024-07-23,21079,Accepted
1439,1748,1128,2024-08-06,23048,Sent
1440,1748,1290,2024-06-23,22708,Accepted
1441,1750,739,2024-06-27,17266,Accepted
1442,1752,993,2024-08-24,13538,Sent
1443,1752,271,2024-08-26,14131,Sent
1444,1752,945,2024-07-26,13687,Accepted
1445,1753,642,2024-06-06,14783,Sent
1446,1754,876,2024-05-10,18515,Accepted
1447,1755,1113,2024-04-27,17801,Sent
1448,1755,1421,2024-04-24,15682,Sent
1449,1755,991,2023-12-07,17217,Sent
1450,1755,451,2024-03-16,16430,Sent
1451,1755,1323,2024-03-21,18629,Sent
1452,1755,750,2024-05-25,18513,Sent
1453,1755,363,2024-01-20,16500,Sent
1454,1755,287,2024-04-11,17404,Sent
1455,1756,780,2023-11-03,22593,Accepted
1456,1759,757,2024-04-05,16922,Sent
1457,1759,608,2023-11-15,18154,Sent
1458,1759,1071,2024-01-15,17100,Sent
1459,1759,133,2024-03-30,19755,Sent
1460,1759,770,2024-02-18,18369,Accepted
1461,1760,1488,2024-08-06,21546,Sent
1462,1760,598,2023-12-21,20598,Accepted
1463,1761,1292,2024-02-26,21972,Sent
1464,1763,320,2024-08-23,26518,Sent
1465,1763,459,2024-08-06,24463,Sent
1466,1763,653,2024-08-13,23066,Sent
1467,1763,235,2024-08-03,23339,Sent
1468,1763,819,2024-08-08,25289,Sent
1469,1763,984,2024-08-11,21712,Sent
1470,1763,706,2024-08-15,23189,Sent
1471,1763,1071,2024-08-26,24781,Accepted
1472,1767,717,2024-06-23,19803,Sent
1473,1767,171,2024-04-19,18922,Sent
1474,1767,106,2024-07-16,19055,Sent
1475,1772,354,2024-08-08,12067,Accepted
1476,1775,790,2023-11-29,10639,Sent
1477,1775,188,2024-05-04,10634,Accepted
1478,1776,1492,2024-04-23,15384,Accepted
1479,1778,1204,2024-05-12,12219,Sent
1480,1778,1484,2024-02-25,13842,Sent
1481,1778,1033,2024-02-11,13847,Accepted
1482,1779,1400,2024-05-03,10046,Sent
1483,1780,196,2024-06-29,14199,Accepted
1484,1783,418,2024-07-23,18366,Sent
1485,1783,579,2024-08-20,18522,Accepted
1486,1787,647,2024-02-28,21615,Sent
1487,1787,1468,2024-02-01,19985,Sent
1488,1787,1034,2024-02-19,18522,Accepted
1489,1788,779,2024-04-19,18138,Accepted
1490,1789,830,2024-08-20,16938,Accepted
1491,1791,1364,2024-03-08,24151,Accepted
1492,1798,198,2023-10-25,17003,Sent
1493,1798,545,2023-12-28,20233,Sent
1494,1798,1353,2023-11-18,18208,Sent
1495,1798,90,2023-12-08,17014,Accepted
1496,1799,972,2024-06-12,22922,Sent
1497,1799,583,2024-06-25,21481,Sent
1498,1801,907,2024-08-24,23993,Sent
1499,1801,1299,2024-08-25,21901,Sent
1500,1801,839,2024-08-25,22944,Accepted
1501,1804,167,2024-04-05,14177,Accepted
1502,1805,1469,2024-01-14,12131,Sent
1503,1805,804,2023-11-25,12537,Sent
1504,1805,576,2024-06-09,12051,Accepted
1505,1807,1112,2024-07-17,14498,Accepted
1506,1809,1230,2024-05-22,11334,Sent
1507,1809,958,2024-07-17,13183,Accepted
1508,1811,1078,2024-06-14,13152,Accepted
1509,1812,419,2024-04-01,16008,Sent
1510,1812,1195,2024-01-03,16169,Accepted
1511,1817,769,2024-08-22,14744,Accepted
1512,1823,558,2024-08-06,13894,Sent
1513,1823,316,2024-04-18,14324,Sent
1514,1823,1265,2024-03-19,13171,Sent
1515,1823,552,2024-06-29,14555,Sent
1516,1823,957,2024-02-25,13473,Sent
1517,1823,589,2024-03-10,15565,Accepted
1518,1826,1209,2024-07-25,16485,Accepted
1519,1827,207,2024-08-06,19343,Accepted
1520,1828,1106,2024-07-16,18817,Sent
1521,1828,248,2024-08-20,19508,Accepted
1522,1832,934,2024-07-14,21347,Accepted
1523,1834,1001,2024-03-28,23630,Accepted
1524,1837,1063,2024-06-25,19921,Sent
1525,1837,898,2024-06-16,20524,Sent
1526,1837,750,2024-08-19,19394,Accepted
1527,1838,1249,2024-08-19,16833,Sent
1528,1838,767,2024-08-21,17020,Accepted
1529,1843,1173,2024-06-30,14056,Sent
1530,1843,102,2024-02-07,14515,Accepted
1531,1844,611,2024-08-03,14291,Sent
1532,1844,93,2024-08-26,16657,Sent
1533,1844,497,2024-08-15,14491,Sent
1534,1844,256,2024-08-08,15159,Accepted
1535,1846,1427,2024-08-19,10653,Sent
1536,1846,435,2024-08-03,10402,Accepted
1537,1847,953,2024-07-08,15097,Accepted
1538,1848,91,2024-02-04,15802,Sent
1539,1848,230,2024-07-09,15744,Accepted
1540,1849,222,2024-08-10,13233,Sent
1541,1857,1023,2023-11-15,16391,Accepted
1542,1858,1122,2024-05-26,21693,Accepted
1543,1859,1061,2024-08-07,17371,Accepted
1544,1860,1189,2024-08-09,14841,Accepted
1545,1861,1110,2024-06-11,18845,Sent
1546,1861,184,2024-06-25,17920,Sent
1547,1861,296,2024-06-29,16318,Accepted
1548,1862,42,2024-07-04,23006,Sent
1549,1862,111,2024-07-18,20933,Sent
1550,1862,1129,2024-03-23,22714,Sent
1551,1864,646,2024-08-08,19624,Sent
1552,1864,274,2024-05-20,19977,Accepted
1553,1865,767,2023-11-10,26269,Accepted
1554,1867,112,2024-03-15,25720,Sent
1555,1867,543,2024-06-23,24656,Sent
1556,1867,499,2024-01-24,22852,Accepted
1557,1869,1495,2024-06-14,19719,Sent
1558,1869,642,2024-04-26,20213,Accepted
1559,1870,1199,2024-08-10,22936,Sent
1560,1870,925,2024-05-03,21637,Sent
1561,1870,556,2024-05-31,22051,Sent
1562,1870,693,2024-05-25,21425,Accepted
1563,1872,1001,2024-05-22,22635,Accepted
1564,1873,455,2024-05-10,10593,Sent
1565,1873,566,2024-03-23,10395,Accepted
1566,1876,256,2024-08-26,13176,Sent
1567,1879,256,2024-06-10,15671,Accepted
1568,1880,127,2024-04-01,13857,Sent
1569,1880,688,2024-03-25,12892,Sent
1570,1880,525,2024-02-23,12253,Accepted
1571,1882,606,2024-03-14,13977,Sent
1572,1882,316,2024-06-29,12141,Sent
1573,1882,429,2024-05-02,13543,Accepted
1574,1885,51,2024-08-26,13438,Accepted
1575,1890,1122,2024-08-21,22293,Sent
1576,1890,438,2024-03-09,22491,Sent
1577,1890,1438,2024-08-10,22112,Accepted
1578,1891,343,2024-07-22,14467,Accepted
1579,1894,1466,2024-08-26,15430,Accepted
1580,1896,303,2024-06-25,18344,Accepted
1581,1897,444,2024-07-27,16227,Sent
1582,1897,559,2024-08-13,16569,Accepted
1583,1898,1484,2024-04-11,20566,Accepted
1584,1899,895,2024-08-23,17196,Sent
1585,1899,1484,2024-08-20,19343,Sent
1586,1899,518,2024-07-20,20535,Accepted
1587,1900,429,2024-06-01,19350,Sent
1588,1900,900,2024-07-05,19805,Sent
1589,1901,665,2024-07-28,16644,Sent
1590,1901,657,2024-03-23,18502,Sent
1591,1901,9,2024-03-24,18811,Accepted
1592,1904,545,2024-07-29,21198,Sent
1593,1904,101,2024-07-20,19196,Sent
1594,1904,163,2024-08-16,19026,Sent
1595,1904,927,2024-07-16,18488,Sent
1596,1904,234,2024-07-06,21766,Accepted
1597,1905,244,2024-08-26,22788,Sent
1598,1905,879,2024-06-20,24369,Accepted
1599,1907,839,2024-05-23,26174,Sent
1600,1907,500,2024-06-07,25879,Accepted
1601,1912,67,2024-08-06,26704,Sent
1602,1912,1254,2023-11-06,25143,Accepted
1603,1913,767,2024-07-30,9901,Accepted
1604,1914,353,2024-07-31,13023,Sent
1605,1914,1045,2024-04-18,12421,Accepted
1606,1915,304,2024-07-15,15222,Sent
1607,1915,890,2024-06-04,16076,Accepted
1608,1916,1135,2024-04-24,12749,Sent
1609,1916,643,2024-07-30,12443,Accepted
1610,1917,233,2024-06-24,10219,Sent
1611,1917,172,2024-04-18,10829,Sent
1612,1917,227,2024-06-02,10369,Sent
1613,1917,171,2024-06-06,11266,Sent
1614,1917,361,2024-06-08,11501,Sent
1615,1917,743,2024-08-05,10787,Accepted
1616,1919,378,2024-05-09,14447,Sent
1617,1922,1058,2024-06-17,12022,Accepted
1618,1923,14,2024-08-18,16154,Accepted
1619,1925,1423,2023-11-09,20053,Accepted
1620,1926,1477,2024-04-27,13237,Accepted
1621,1930,492,2024-07-10,18494,Sent
1622,1930,236,2024-03-10,18738,Sent
1623,1931,272,2024-01-09,17157,Accepted
1624,1932,892,2024-05-16,18140,Sent
1625,1932,943,2024-08-24,18327,Accepted
1626,1933,774,2024-02-16,24341,Sent
1627,1933,276,2024-06-28,20100,Accepted
1628,1934,387,2024-05-24,22309,Accepted
1629,1935,233,2024-05-25,20858,Accepted
1630,1936,1176,2024-08-10,25085,Sent
1631,1936,903,2024-04-18,22464,Sent
1632,1936,209,2024-05-30,26862,Sent
1633,1939,839,2024-08-01,20360,Accepted
1634,1940,446,2024-08-05,18683,Sent
1635,1940,423,2024-07-17,18379,Accepted
1636,1942,882,2024-08-02,28569,Accepted
1637,1945,875,2024-06-13,13419,Accepted
1638,1946,1280,2024-05-08,15589,Accepted
1639,1951,1015,2024-08-23,12227,Sent
1640,1951,1163,2024-04-09,13844,Sent
1641,1951,936,2024-07-20,13320,Sent
1642,1952,543,2024-05-21,11754,Accepted
1643,1954,37,2024-08-14,14167,Accepted
1644,1955,350,2023-09-27,12644,Sent
1645,1955,104,2024-05-21,12468,Accepted
1646,1956,162,2024-06-26,13822,Accepted
1647,1959,232,2024-05-07,15865,Accepted
1648,1962,466,2024-03-02,16015,Sent
1649,1962,646,2024-06-20,14426,Accepted
1650,1963,1498,2024-05-30,16303,Accepted
1651,1964,212,2024-06-07,14171,Sent
1652,1964,489,2024-03-11,14418,Sent
1653,1964,642,2024-05-29,15926,Accepted
1654,1965,723,2024-01-26,14801,Accepted
1655,1967,1461,2024-04-08,19701,Sent
1656,1967,45,2023-10-21,17014,Accepted
1657,1969,1417,2024-07-14,20568,Sent
1658,1969,137,2024-08-24,21539,Accepted
1659,1974,579,2024-06-07,22169,Accepted
1660,1976,615,2024-07-14,23400,Accepted
1661,1978,646,2024-08-17,25591,Accepted
1662,1980,1200,2024-05-04,16929,Sent
1663,1980,1185,2024-04-10,17793,Sent
1664,1980,499,2024-04-17,19354,Accepted
1665,1981,957,2024-06-22,22499,Sent
1666,1981,1376,2024-08-12,22417,Accepted
1667,1982,169,2024-08-25,26423,Sent
1668,1982,1455,2024-08-23,26458,Accepted
1669,1983,222,2023-11-25,22103,Sent
1670,1983,842,2024-03-13,23825,Sent
1671,1983,646,2023-10-29,22595,Accepted
1672,1985,234,2024-08-10,13689,Sent
1673,1985,652,2024-08-06,13631,Accepted
1674,1987,155,2024-06-16,12702,Accepted
1675,1992,522,2024-08-14,10955,Sent
1676,1992,580,2024-08-14,9886,Sent
1677,1992,1357,2024-08-14,10056,Accepted
1678,1993,1431,2024-01-16,13028,Accepted
1679,1995,1183,2024-07-09,17710,Sent
1680,1995,1073,2024-03-26,15654,Accepted
1681,1996,593,2024-01-30,20277,Accepted
1682,2000,1395,2024-04-14,19039,Accepted
