car_id,Brand,Model,Year,Color,Mileage,Price
508,Hyundai,Venue,2015,Silver,55000,19000
509,Toyota,Yaris,2019,Black,30000,23000
510,Toyota,Camry,2019,White,40000,21000
511,Honda,Civic,2019,Blue,45000,18000
512,Toyota,Camry,2018,White,35000,20000
513,Honda,Civic,2020,Blue,60000,25000
514,Ford,Focus,2020,Silver,55000,24000
515,Chevrolet,Cruze,2020,Red,50000,23000
516,Hyundai,Elantra,2017,Black,35000,28000
517,Toyota,Corolla,2019,Gray,40000,25000
518,Honda,Accord,2015,White,70000,27000
519,Ford,Mustang,2016,Yellow,55000,22000
520,Chevrolet,Impala,2015,Black,50000,21000
521,Hyundai,Sonata,2016,Blue,45000,26000
522,Toyota,Rav11,2017,Gray,30000,29000
523,Honda,CR-V,2015,Red,35000,27000
524,Ford,Escape,2020,White,55000,12000
525,Chevrolet,Equinox,2016,Black,50000,15000
526,Hyundai,Kona,2018,Blue,40000,17000
527,Toyota,Highlander,2018,Silver,60000,14000
528,Honda,Pilot,2018,Gray,55000,12000
529,Ford,Explorer,2017,White,50000,15000
530,Chevrolet,Traverse,2017,Black,40000,17000
531,Hyundai,Santa Fe,2018,Red,35000,14000
532,Toyota,4Runner,2019,Silver,70000,12000
533,Honda,Odyssey,2017,White,55000,15000
534,Ford,Edge,2018,Blue,50000,17000
535,Chevrolet,Tahoe,2016,Black,40000,14000
536,Hyundai,Palisade,2016,Silver,45000,16000
537,Toyota,Sienna,2017,Red,35000,18000
538,Honda,Fit,2015,Gray,60000,19000
539,Ford,Fusion,2019,White,50000,18000
540,Chevrolet,Malibu,2017,Blue,40000,22000
541,Hyundai,Venue,2019,Silver,35000,25000
542,Toyota,Yaris,2020,Black,70000,18000
543,Honda,HR-V,2016,White,55000,19000
544,Ford,EcoSport,2016,Red,50000,17000
545,Chevrolet,Spark,2018,Blue,45000,16000
546,Hyundai,Accent,2019,Silver,40000,18000
547,Toyota,Prius,2020,Gray,35000,20000
548,Honda,Civic,2016,White,55000,19000
549,Ford,Fiesta,2019,Blue,50000,23000
550,Chevrolet,Cruze,2015,Black,40000,21000
551,Hyundai,Elantra,2018,Red,35000,24000
552,Toyota,Camry,2020,Silver,70000,20000
553,Honda,Accord,2017,White,55000,22000
554,Ford,Mustang,2017,Blue,50000,24000
555,Chevrolet,Camaro,2017,Red,45000,23000
556,Hyundai,Genesis,2020,Black,40000,27000
557,Toyota,Avalon,2016,Silver,35000,25000
558,Honda,Civic,2020,Gray,70000,28000
559,Ford,Fusion,2019,White,55000,22000
560,Chevrolet,Impala,2019,Blue,50000,21000
561,Hyundai,Sonata,2020,Red,45000,26000
562,Toyota,Corolla,2017,Silver,30000,29000
563,Honda,CR-V,2016,White,35000,27000
564,Ford,Escape,2019,Blue,55000,12000
565,Chevrolet,Equinox,2015,Black,50000,15000
566,Hyundai,Tucson,2016,Red,40000,17000
567,Toyota,Rav11,2019,Gray,60000,14000
568,Honda,Pilot,2016,White,55000,12000
569,Ford,Explorer,2020,Blue,45000,18000
570,Chevrolet,Traverse,2019,Black,35000,16000
571,Hyundai,Santa Fe,2015,Red,55000,14000
572,Toyota,4Runner,2020,Silver,60000,12000
573,Honda,Odyssey,2015,White,40000,15000
574,Ford,Edge,2015,Blue,25000,19000
575,Chevrolet,Tahoe,2015,Black,30000,18000
576,Hyundai,Palisade,2015,Silver,65000,22000
577,Toyota,Sienna,2017,Red,55000,16000
578,Honda,Fit,2020,Gray,50000,14000
579,Ford,Fusion,2015,White,55000,19000
580,Chevrolet,Malibu,2019,Blue,30000,23000
581,Hyundai,Venue,2015,Silver,40000,21000
582,Toyota,Yaris,2016,Black,45000,18000
583,Toyota,Camry,2019,White,35000,20000
584,Honda,Civic,2020,Blue,60000,25000
585,Toyota,Camry,2016,White,55000,24000
586,Honda,Civic,2016,Blue,50000,23000
587,Ford,Focus,2016,Silver,35000,28000
588,Chevrolet,Cruze,2017,Red,40000,25000
589,Hyundai,Elantra,2015,Black,70000,27000
590,Toyota,Corolla,2018,Gray,55000,22000
591,Honda,Accord,2017,White,50000,21000
592,Ford,Mustang,2015,Yellow,45000,26000
593,Chevrolet,Impala,2016,Black,30000,29000
594,Hyundai,Sonata,2018,Blue,35000,27000
595,Toyota,Rav12,2020,Gray,55000,12000
596,Honda,CR-V,2016,Red,50000,15000
597,Ford,Escape,2016,White,40000,17000
598,Chevrolet,Equinox,2017,Black,60000,14000
599,Hyundai,Kona,2018,Blue,55000,12000
600,Toyota,Highlander,2020,Silver,50000,15000
601,Honda,Pilot,2019,Gray,40000,17000
602,Ford,Explorer,2017,White,35000,14000
603,Chevrolet,Traverse,2020,Black,70000,12000
604,Hyundai,Santa Fe,2017,Red,55000,15000
605,Toyota,4Runner,2020,Silver,50000,17000
606,Honda,Odyssey,2018,White,40000,14000
607,Ford,Edge,2015,Blue,45000,16000
608,Chevrolet,Tahoe,2015,Black,35000,18000
609,Hyundai,Palisade,2015,Silver,60000,19000
610,Toyota,Sienna,2017,Red,50000,18000
611,Honda,Fit,2018,Gray,40000,22000
612,Ford,Fusion,2015,White,35000,25000
613,Chevrolet,Malibu,2020,Blue,70000,18000
614,Hyundai,Venue,2015,Silver,55000,19000
615,Toyota,Yaris,2020,Black,50000,17000
616,Honda,HR-V,2018,White,45000,16000
617,Ford,EcoSport,2019,Red,40000,18000
618,Chevrolet,Spark,2016,Blue,35000,20000
619,Hyundai,Accent,2015,Silver,55000,19000
620,Toyota,Prius,2020,Gray,50000,23000
621,Honda,Civic,2018,White,40000,21000
622,Ford,Fiesta,2018,Blue,35000,24000
623,Chevrolet,Cruze,2018,Black,70000,20000
624,Hyundai,Elantra,2018,Red,55000,22000
625,Toyota,Camry,2018,Silver,50000,24000
626,Honda,Accord,2015,White,45000,23000
627,Ford,Mustang,2015,Blue,40000,27000
628,Chevrolet,Camaro,2016,Red,35000,25000
629,Hyundai,Genesis,2016,Black,70000,28000
630,Toyota,Avalon,2015,Silver,55000,22000
631,Honda,Civic,2020,Gray,50000,21000
632,Ford,Fusion,2015,White,45000,26000
633,Chevrolet,Impala,2019,Blue,30000,29000
634,Hyundai,Sonata,2017,Red,35000,27000
635,Toyota,Corolla,2020,Silver,55000,12000
636,Honda,CR-V,2020,White,50000,15000
637,Ford,Escape,2015,Blue,40000,17000
638,Chevrolet,Equinox,2016,Black,60000,14000
639,Hyundai,Tucson,2016,Red,55000,12000
640,Toyota,Rav12,2020,Gray,45000,18000
641,Honda,Pilot,2019,White,35000,16000
642,Ford,Explorer,2018,Blue,55000,14000
643,Chevrolet,Traverse,2017,Black,60000,12000
644,Hyundai,Santa Fe,2020,Red,40000,15000
645,Toyota,4Runner,2020,Silver,25000,19000
646,Honda,Odyssey,2017,White,30000,18000
647,Ford,Edge,2017,Blue,65000,22000
648,Chevrolet,Tahoe,2017,Black,55000,16000
649,Hyundai,Palisade,2019,Silver,50000,14000
650,Toyota,Sienna,2015,Red,55000,19000
651,Honda,Fit,2016,Gray,30000,23000
652,Ford,Fusion,2020,White,40000,21000
653,Chevrolet,Malibu,2018,Blue,45000,18000
654,Hyundai,Venue,2019,Silver,35000,20000
655,Toyota,Yaris,2016,Black,60000,25000
656,Toyota,Camry,2017,White,55000,24000
657,Honda,Civic,2015,Blue,50000,23000
658,Toyota,Camry,2016,White,35000,28000
659,Honda,Civic,2020,Blue,40000,25000
660,Ford,Focus,2018,Silver,70000,27000
661,Chevrolet,Cruze,2018,Red,55000,22000
662,Hyundai,Elantra,2019,Black,50000,21000
663,Toyota,Corolla,2017,Gray,45000,26000
664,Honda,Accord,2019,White,30000,29000
665,Ford,Mustang,2015,Yellow,35000,27000
666,Chevrolet,Impala,2018,Black,55000,12000
667,Hyundai,Sonata,2020,Blue,50000,15000
668,Toyota,Rav13,2016,Gray,40000,17000
669,Honda,CR-V,2017,Red,60000,14000
670,Ford,Escape,2016,White,55000,12000
671,Chevrolet,Equinox,2016,Black,50000,15000
672,Hyundai,Kona,2018,Blue,40000,17000
673,Toyota,Highlander,2017,Silver,35000,14000
674,Honda,Pilot,2019,Gray,70000,12000
675,Ford,Explorer,2015,White,55000,15000
676,Chevrolet,Traverse,2019,Black,50000,17000
677,Hyundai,Santa Fe,2016,Red,40000,14000
678,Toyota,4Runner,2020,Silver,45000,16000
679,Honda,Odyssey,2020,White,35000,18000
680,Ford,Edge,2018,Blue,60000,19000
681,Chevrolet,Tahoe,2020,Black,50000,18000
682,Hyundai,Palisade,2016,Silver,40000,22000
683,Toyota,Sienna,2019,Red,35000,25000
684,Honda,Fit,2020,Gray,70000,18000
685,Ford,Fusion,2015,White,55000,19000
686,Chevrolet,Malibu,2016,Blue,50000,17000
687,Hyundai,Venue,2016,Silver,45000,16000
688,Toyota,Yaris,2016,Black,40000,18000
689,Honda,HR-V,2018,White,35000,20000
690,Ford,EcoSport,2016,Red,55000,19000
691,Chevrolet,Spark,2016,Blue,50000,23000
692,Hyundai,Accent,2017,Silver,40000,21000
693,Toyota,Prius,2018,Gray,35000,24000
694,Honda,Civic,2020,White,70000,20000
695,Ford,Fiesta,2016,Blue,55000,22000
696,Chevrolet,Cruze,2020,Black,50000,24000
697,Hyundai,Elantra,2020,Red,45000,23000
698,Toyota,Camry,2019,Silver,40000,27000
699,Honda,Accord,2017,White,35000,25000
700,Ford,Mustang,2019,Blue,70000,28000
701,Chevrolet,Camaro,2015,Red,55000,22000
702,Hyundai,Genesis,2020,Black,50000,21000
703,Toyota,Avalon,2015,Silver,45000,26000
704,Honda,Civic,2019,Gray,30000,29000
705,Ford,Fusion,2018,White,35000,27000
706,Chevrolet,Impala,2017,Blue,55000,12000
707,Hyundai,Sonata,2015,Red,50000,15000
708,Toyota,Corolla,2020,Silver,40000,17000
709,Honda,CR-V,2020,White,60000,14000
710,Ford,Escape,2020,Blue,55000,12000
711,Chevrolet,Equinox,2015,Black,45000,18000
712,Hyundai,Tucson,2019,Red,35000,16000
713,Toyota,Rav13,2018,Gray,55000,14000
714,Honda,Pilot,2017,White,60000,12000
715,Ford,Explorer,2020,Blue,40000,15000
716,Chevrolet,Traverse,2017,Black,25000,19000
717,Hyundai,Santa Fe,2019,Red,30000,18000
718,Toyota,4Runner,2016,Silver,65000,22000
719,Honda,Odyssey,2020,White,55000,16000
720,Ford,Edge,2017,Blue,50000,14000
721,Chevrolet,Tahoe,2015,Black,55000,19000
722,Hyundai,Palisade,2019,Silver,30000,23000
723,Toyota,Sienna,2017,Red,40000,21000
724,Honda,Fit,2019,Gray,45000,18000
725,Ford,Fusion,2015,White,35000,20000
726,Chevrolet,Malibu,2019,Blue,60000,25000
727,Hyundai,Venue,2020,Silver,55000,24000
728,Toyota,Yaris,2017,Black,50000,23000
729,Toyota,Camry,2019,White,35000,28000
730,Honda,Civic,2017,Blue,40000,25000
731,Toyota,Camry,2018,White,70000,27000
732,Honda,Civic,2016,Blue,55000,22000
733,Ford,Focus,2019,Silver,50000,21000
734,Chevrolet,Cruze,2019,Red,45000,26000
735,Hyundai,Elantra,2016,Black,30000,29000
736,Toyota,Corolla,2015,Gray,35000,27000
737,Honda,Accord,2017,White,55000,12000
738,Ford,Mustang,2015,Yellow,50000,15000
739,Chevrolet,Impala,2016,Black,40000,17000
740,Hyundai,Sonata,2018,Blue,60000,14000
741,Toyota,Rav14,2017,Gray,55000,12000
742,Honda,CR-V,2016,Red,50000,15000
743,Ford,Escape,2020,White,40000,17000
744,Chevrolet,Equinox,2020,Black,35000,14000
745,Hyundai,Kona,2020,Blue,70000,12000
746,Toyota,Highlander,2016,Silver,55000,15000
747,Honda,Pilot,2020,Gray,50000,17000
748,Ford,Explorer,2020,White,40000,14000
749,Chevrolet,Traverse,2020,Black,45000,16000
750,Hyundai,Santa Fe,2018,Red,35000,18000
751,Toyota,4Runner,2019,Silver,60000,19000
752,Honda,Odyssey,2017,White,50000,18000
753,Ford,Edge,2015,Blue,40000,22000
754,Chevrolet,Tahoe,2016,Black,35000,25000
755,Hyundai,Palisade,2019,Silver,70000,18000
756,Toyota,Sienna,2016,Red,55000,19000
757,Honda,Fit,2019,Gray,50000,17000
758,Ford,Fusion,2015,White,45000,16000
759,Chevrolet,Malibu,2015,Blue,40000,18000
760,Hyundai,Venue,2018,Silver,35000,20000
761,Toyota,Yaris,2015,Black,55000,19000
762,Honda,HR-V,2016,White,50000,23000
763,Ford,EcoSport,2018,Red,40000,21000
764,Chevrolet,Spark,2019,Blue,35000,24000
765,Hyundai,Accent,2018,Silver,70000,20000
766,Toyota,Prius,2019,Gray,55000,22000
767,Honda,Civic,2015,White,50000,24000
768,Ford,Fiesta,2016,Blue,45000,23000
769,Chevrolet,Cruze,2019,Black,40000,27000
770,Hyundai,Elantra,2019,Red,35000,25000
771,Toyota,Camry,2015,Silver,70000,28000
772,Honda,Accord,2018,White,55000,22000
773,Ford,Mustang,2018,Blue,50000,21000
774,Chevrolet,Camaro,2017,Red,45000,26000
775,Hyundai,Genesis,2016,Black,30000,29000
776,Toyota,Avalon,2020,Silver,35000,27000
777,Honda,Civic,2015,Gray,55000,12000
778,Ford,Fusion,2016,White,50000,15000
779,Chevrolet,Impala,2020,Blue,40000,17000
780,Hyundai,Sonata,2015,Red,60000,14000
781,Toyota,Corolla,2019,Silver,55000,12000
782,Honda,CR-V,2017,White,45000,18000
783,Ford,Escape,2015,Blue,35000,16000
784,Chevrolet,Equinox,2019,Black,55000,14000
785,Hyundai,Tucson,2015,Red,60000,12000
786,Toyota,Rav14,2018,Gray,40000,15000
787,Honda,Pilot,2015,White,25000,19000
788,Ford,Explorer,2016,Blue,30000,18000
789,Chevrolet,Traverse,2018,Black,65000,22000
790,Hyundai,Santa Fe,2018,Red,55000,16000
791,Toyota,4Runner,2015,Silver,50000,14000
792,Honda,Odyssey,2016,White,55000,19000
793,Ford,Edge,2016,Blue,30000,23000
794,Chevrolet,Tahoe,2019,Black,40000,21000
795,Hyundai,Palisade,2015,Silver,45000,18000
796,Toyota,Sienna,2018,Red,35000,20000
797,Honda,Fit,2015,Gray,60000,25000
798,Ford,Fusion,2017,White,55000,24000
799,Chevrolet,Malibu,2017,Blue,50000,23000
800,Hyundai,Venue,2020,Silver,35000,28000
801,Toyota,Yaris,2020,Black,40000,25000
802,Toyota,Camry,2016,White,70000,27000
803,Honda,Civic,2015,Blue,55000,22000
804,Toyota,Camry,2017,White,50000,21000
805,Honda,Civic,2018,Blue,45000,26000
806,Ford,Focus,2018,Silver,30000,29000
807,Chevrolet,Cruze,2016,Red,35000,27000
808,Hyundai,Elantra,2020,Black,55000,12000
809,Toyota,Corolla,2017,Gray,50000,15000
810,Honda,Accord,2018,White,40000,17000
811,Ford,Mustang,2020,Yellow,60000,14000
812,Chevrolet,Impala,2016,Black,55000,12000
813,Hyundai,Sonata,2019,Blue,50000,15000
814,Toyota,Rav15,2016,Gray,40000,17000
815,Honda,CR-V,2015,Red,35000,14000
816,Ford,Escape,2016,White,70000,12000
817,Chevrolet,Equinox,2019,Black,55000,15000
818,Hyundai,Kona,2015,Blue,50000,17000
819,Toyota,Highlander,2019,Silver,40000,14000
820,Honda,Pilot,2015,Gray,45000,16000
821,Ford,Explorer,2019,White,35000,18000
822,Chevrolet,Traverse,2020,Black,60000,19000
823,Hyundai,Santa Fe,2017,Red,50000,18000
824,Toyota,4Runner,2017,Silver,40000,22000
825,Honda,Odyssey,2019,White,35000,25000
826,Ford,Edge,2020,Blue,70000,18000
827,Chevrolet,Tahoe,2018,Black,55000,19000
828,Hyundai,Palisade,2015,Silver,50000,17000
829,Toyota,Sienna,2016,Red,45000,16000
830,Honda,Fit,2016,Gray,40000,18000
831,Ford,Fusion,2017,White,35000,20000
832,Chevrolet,Malibu,2016,Blue,55000,19000
833,Hyundai,Venue,2019,Silver,50000,23000
834,Toyota,Yaris,2016,Black,40000,21000
835,Honda,HR-V,2020,White,35000,24000
836,Ford,EcoSport,2016,Red,70000,20000
837,Chevrolet,Spark,2019,Blue,55000,22000
838,Hyundai,Accent,2020,Silver,50000,24000
839,Toyota,Prius,2018,Gray,45000,23000
840,Honda,Civic,2018,White,40000,27000
841,Ford,Fiesta,2016,Blue,35000,25000
842,Chevrolet,Cruze,2020,Black,70000,28000
843,Hyundai,Elantra,2016,Red,55000,22000
844,Toyota,Camry,2015,Silver,50000,21000
845,Honda,Accord,2016,White,45000,26000
846,Ford,Mustang,2017,Blue,30000,29000
847,Chevrolet,Camaro,2020,Red,35000,27000
848,Hyundai,Genesis,2017,Black,55000,12000
849,Toyota,Avalon,2020,Silver,50000,15000
850,Honda,Civic,2018,Gray,40000,17000
851,Ford,Fusion,2019,White,60000,14000
852,Chevrolet,Impala,2016,Blue,55000,12000
853,Hyundai,Sonata,2019,Red,45000,18000
854,Toyota,Corolla,2019,Silver,35000,16000
855,Honda,CR-V,2017,White,55000,14000
856,Ford,Escape,2020,Blue,60000,12000
857,Chevrolet,Equinox,2017,Black,40000,15000
858,Hyundai,Tucson,2016,Red,25000,19000
859,Toyota,Rav15,2017,Gray,30000,18000
860,Honda,Pilot,2019,White,65000,22000
861,Ford,Explorer,2016,Blue,55000,16000
862,Chevrolet,Traverse,2017,Black,50000,14000
863,Hyundai,Santa Fe,2018,Red,55000,19000
864,Toyota,4Runner,2018,Silver,30000,23000
865,Honda,Odyssey,2016,White,40000,21000
866,Ford,Edge,2019,Blue,45000,18000
867,Chevrolet,Tahoe,2016,Black,35000,20000
868,Hyundai,Palisade,2016,Silver,60000,25000
869,Toyota,Sienna,2015,Red,55000,24000
870,Honda,Fit,2020,Gray,50000,23000
871,Ford,Fusion,2015,White,35000,28000
872,Chevrolet,Malibu,2015,Blue,40000,25000
873,Hyundai,Venue,2019,Silver,70000,27000
874,Toyota,Yaris,2015,Black,55000,22000
875,Toyota,Camry,2017,White,50000,21000
876,Honda,Civic,2018,Blue,45000,26000
877,Toyota,Camry,2018,White,30000,29000
878,Honda,Civic,2015,Blue,35000,27000
879,Ford,Focus,2017,Silver,55000,12000
880,Chevrolet,Cruze,2018,Red,50000,15000
881,Hyundai,Elantra,2020,Black,40000,17000
882,Toyota,Corolla,2019,Gray,60000,14000
883,Honda,Accord,2019,White,55000,12000
884,Ford,Mustang,2015,Yellow,50000,15000
885,Chevrolet,Impala,2020,Black,40000,17000
886,Hyundai,Sonata,2017,Blue,35000,14000
887,Toyota,Rav16,2020,Gray,70000,12000
888,Honda,CR-V,2016,Red,55000,15000
889,Ford,Escape,2019,White,50000,17000
890,Chevrolet,Equinox,2020,Black,40000,14000
891,Hyundai,Kona,2015,Blue,45000,16000
892,Toyota,Highlander,2015,Silver,35000,18000
893,Honda,Pilot,2017,Gray,60000,19000
894,Ford,Explorer,2020,White,50000,18000
895,Chevrolet,Traverse,2018,Black,40000,22000
896,Hyundai,Santa Fe,2017,Red,35000,25000
897,Toyota,4Runner,2020,Silver,70000,18000
898,Honda,Odyssey,2017,White,55000,19000
899,Ford,Edge,2019,Blue,50000,17000
900,Chevrolet,Tahoe,2015,Black,45000,16000
901,Hyundai,Palisade,2016,Silver,40000,18000
902,Toyota,Sienna,2020,Red,35000,20000
903,Honda,Fit,2015,Gray,55000,19000
904,Ford,Fusion,2017,White,50000,23000
905,Chevrolet,Malibu,2019,Blue,40000,21000
906,Hyundai,Venue,2020,Silver,35000,24000
907,Toyota,Yaris,2016,Black,70000,20000
908,Honda,HR-V,2019,White,55000,22000
909,Ford,EcoSport,2020,Red,50000,24000
910,Chevrolet,Spark,2019,Blue,45000,23000
911,Hyundai,Accent,2019,Silver,40000,27000
912,Toyota,Prius,2018,Gray,35000,25000
913,Honda,Civic,2019,White,70000,28000
914,Ford,Fiesta,2016,Blue,55000,22000
915,Chevrolet,Cruze,2017,Black,50000,21000
916,Hyundai,Elantra,2019,Red,45000,26000
917,Toyota,Camry,2019,Silver,30000,29000
918,Honda,Accord,2020,White,35000,27000
919,Ford,Mustang,2015,Blue,55000,12000
920,Chevrolet,Camaro,2017,Red,50000,15000
921,Hyundai,Genesis,2020,Black,40000,17000
922,Toyota,Avalon,2019,Silver,60000,14000
923,Honda,Civic,2018,Gray,55000,12000
924,Ford,Fusion,2015,White,45000,18000
925,Chevrolet,Impala,2016,Blue,35000,16000
926,Hyundai,Sonata,2019,Red,55000,14000
927,Toyota,Corolla,2019,Silver,60000,12000
928,Honda,CR-V,2020,White,40000,15000
929,Ford,Escape,2018,Blue,25000,19000
930,Chevrolet,Equinox,2015,Black,30000,18000
931,Hyundai,Tucson,2019,Red,65000,22000
932,Toyota,Rav16,2020,Gray,55000,16000
933,Honda,Pilot,2020,White,50000,14000
934,Ford,Explorer,2020,Blue,55000,19000
935,Chevrolet,Traverse,2019,Black,30000,23000
936,Hyundai,Santa Fe,2020,Red,40000,21000
937,Toyota,4Runner,2017,Silver,45000,18000
938,Honda,Odyssey,2018,White,35000,20000
939,Ford,Edge,2018,Blue,60000,25000
940,Chevrolet,Tahoe,2020,Black,55000,24000
941,Hyundai,Palisade,2018,Silver,50000,23000
942,Toyota,Sienna,2020,Red,35000,28000
943,Honda,Fit,2019,Gray,40000,25000
944,Ford,Fusion,2020,White,70000,27000
945,Chevrolet,Malibu,2015,Blue,55000,22000
946,Hyundai,Venue,2018,Silver,50000,21000
947,Toyota,Yaris,2015,Black,45000,26000
948,Toyota,Camry,2017,White,30000,29000
949,Honda,Civic,2018,Blue,35000,27000
950,Toyota,Camry,2019,White,55000,12000
951,Honda,Civic,2016,Blue,50000,15000
952,Ford,Focus,2015,Silver,40000,17000
953,Chevrolet,Cruze,2019,Red,60000,14000
954,Hyundai,Elantra,2015,Black,55000,12000
955,Toyota,Corolla,2019,Gray,50000,15000
956,Honda,Accord,2015,White,40000,17000
957,Ford,Mustang,2020,Yellow,35000,14000
958,Chevrolet,Impala,2017,Black,70000,12000
959,Hyundai,Sonata,2020,Blue,55000,15000
960,Toyota,Rav17,2015,Gray,50000,17000
961,Honda,CR-V,2015,Red,40000,14000
962,Ford,Escape,2019,White,45000,16000
963,Chevrolet,Equinox,2017,Black,35000,18000
964,Hyundai,Kona,2018,Blue,60000,19000
965,Toyota,Highlander,2017,Silver,50000,18000
966,Honda,Pilot,2019,Gray,40000,22000
967,Ford,Explorer,2019,White,35000,25000
968,Chevrolet,Traverse,2018,Black,70000,18000
969,Hyundai,Santa Fe,2018,Red,55000,19000
970,Toyota,4Runner,2020,Silver,50000,17000
971,Honda,Odyssey,2017,White,45000,16000
972,Ford,Edge,2017,Blue,40000,18000
973,Chevrolet,Tahoe,2016,Black,35000,20000
974,Hyundai,Palisade,2017,Silver,55000,19000
975,Toyota,Sienna,2017,Red,50000,23000
976,Honda,Fit,2019,Gray,40000,21000
977,Ford,Fusion,2019,White,35000,24000
978,Chevrolet,Malibu,2018,Blue,70000,20000
979,Hyundai,Venue,2015,Silver,55000,22000
980,Toyota,Yaris,2019,Black,50000,24000
981,Honda,HR-V,2017,White,45000,23000
982,Ford,EcoSport,2015,Red,40000,27000
983,Chevrolet,Spark,2018,Blue,35000,25000
984,Hyundai,Accent,2020,Silver,70000,28000
985,Toyota,Prius,2019,Gray,55000,22000
986,Honda,Civic,2016,White,50000,21000
987,Ford,Fiesta,2017,Blue,45000,26000
988,Chevrolet,Cruze,2018,Black,30000,29000
989,Hyundai,Elantra,2019,Red,35000,27000
990,Toyota,Camry,2017,Silver,55000,12000
991,Honda,Accord,2019,White,50000,15000
992,Ford,Mustang,2016,Blue,40000,17000
993,Chevrolet,Camaro,2019,Red,60000,14000
994,Hyundai,Genesis,2019,Black,55000,12000
995,Toyota,Avalon,2016,Silver,45000,18000
996,Honda,Civic,2020,Gray,35000,16000
997,Ford,Fusion,2018,White,55000,14000
998,Chevrolet,Impala,2016,Blue,60000,12000
999,Hyundai,Sonata,2020,Red,40000,15000
1000,Toyota,Corolla,2017,Silver,25000,19000
1001,Honda,CR-V,2020,White,30000,18000
1002,Ford,Escape,2016,Blue,65000,22000
1003,Chevrolet,Equinox,2018,Black,55000,16000
1004,Hyundai,Tucson,2020,Red,50000,14000
1005,Toyota,Rav17,2016,Gray,55000,19000
1006,Honda,Pilot,2015,White,30000,23000
1007,Ford,Explorer,2017,Blue,40000,21000
1008,Chevrolet,Traverse,2018,Black,45000,18000
1009,Hyundai,Santa Fe,2017,Red,35000,20000
1010,Toyota,4Runner,2015,Silver,60000,25000
1011,Honda,Odyssey,2016,White,55000,24000
1012,Ford,Edge,2020,Blue,50000,23000
