car_id,Brand,Model,Year,Color,Mileage,Price
1013,Chevrolet,Tahoe,2020,Black,35000,28000
1014,Hyundai,Palisade,2017,Silver,40000,25000
1015,Toyota,Sienna,2016,Red,70000,27000
1016,Honda,Fit,2018,Gray,55000,22000
1017,Ford,Fusion,2016,White,50000,21000
1018,Chevrolet,Malibu,2019,Blue,45000,26000
1019,Hyundai,Venue,2017,Silver,30000,29000
1020,Toyota,Yaris,2017,Black,35000,27000
1021,Toyota,Camry,2019,White,55000,12000
1022,Honda,Civic,2020,Blue,50000,15000
1023,Toyota,Camry,2016,White,40000,17000
1024,Honda,Civic,2017,Blue,60000,14000
1025,Ford,Focus,2018,Silver,55000,12000
1026,Chevrolet,Cruze,2016,Red,50000,15000
1027,Hyundai,Elantra,2015,Black,40000,17000
1028,Toyota,Corolla,2015,Gray,35000,14000
1029,Honda,Accord,2017,White,70000,12000
1030,Ford,Mustang,2018,Yellow,55000,15000
1031,Chevrolet,Impala,2017,Black,50000,17000
1032,Hyundai,Sonata,2016,Blue,40000,14000
1033,Toyota,Rav18,2015,Gray,45000,16000
1034,Honda,CR-V,2015,Red,35000,18000
1035,Ford,Escape,2019,White,60000,19000
1036,Chevrolet,Equinox,2018,Black,50000,18000
1037,Hyundai,Kona,2015,Blue,40000,22000
1038,Toyota,Highlander,2020,Silver,35000,25000
1039,Honda,Pilot,2016,Gray,70000,18000
1040,Ford,Explorer,2017,White,55000,19000
1041,Chevrolet,Traverse,2018,Black,50000,17000
1042,Hyundai,Santa Fe,2019,Red,45000,16000
1043,Toyota,4Runner,2020,Silver,40000,18000
1044,Honda,Odyssey,2015,White,35000,20000
1045,Ford,Edge,2015,Blue,55000,19000
1046,Chevrolet,Tahoe,2015,Black,50000,23000
1047,Hyundai,Palisade,2016,Silver,40000,21000
1048,Toyota,Sienna,2015,Red,35000,24000
1049,Honda,Fit,2016,Gray,70000,20000
1050,Ford,Fusion,2016,White,55000,22000
1051,Chevrolet,Malibu,2017,Blue,50000,24000
1052,Hyundai,Venue,2019,Silver,45000,23000
1053,Toyota,Yaris,2019,Black,40000,27000
1054,Honda,HR-V,2019,White,35000,25000
1055,Ford,EcoSport,2016,Red,70000,28000
1056,Chevrolet,Spark,2016,Blue,55000,22000
1057,Hyundai,Accent,2015,Silver,50000,21000
1058,Toyota,Prius,2018,Gray,45000,26000
1059,Honda,Civic,2018,White,30000,29000
1060,Ford,Fiesta,2015,Blue,35000,27000
1061,Chevrolet,Cruze,2018,Black,55000,12000
1062,Hyundai,Elantra,2018,Red,50000,15000
1063,Toyota,Camry,2015,Silver,40000,17000
1064,Honda,Accord,2018,White,60000,14000
1065,Ford,Mustang,2016,Blue,55000,12000
1066,Chevrolet,Camaro,2015,Red,45000,18000
1067,Hyundai,Genesis,2019,Black,35000,16000
1068,Toyota,Avalon,2020,Silver,55000,14000
1069,Honda,Civic,2015,Gray,60000,12000
1070,Ford,Fusion,2017,White,40000,15000
1071,Chevrolet,Impala,2015,Blue,25000,19000
1072,Hyundai,Sonata,2017,Red,30000,18000
1073,Toyota,Corolla,2015,Silver,65000,22000
1074,Honda,CR-V,2019,White,55000,16000
1075,Ford,Escape,2017,Blue,50000,14000
1076,Chevrolet,Equinox,2019,Black,55000,19000
1077,Hyundai,Tucson,2019,Red,30000,23000
1078,Toyota,Rav18,2015,Gray,40000,21000
1079,Honda,Pilot,2020,White,45000,18000
1080,Ford,Explorer,2018,Blue,35000,20000
1081,Chevrolet,Traverse,2020,Black,60000,25000
1082,Hyundai,Santa Fe,2019,Red,55000,24000
1083,Toyota,4Runner,2017,Silver,50000,23000
1084,Honda,Odyssey,2016,White,35000,28000
1085,Ford,Edge,2020,Blue,40000,25000
1086,Chevrolet,Tahoe,2020,Black,70000,27000
1087,Hyundai,Palisade,2018,Silver,55000,22000
1088,Toyota,Sienna,2017,Red,50000,21000
1089,Honda,Fit,2019,Gray,45000,26000
1090,Ford,Fusion,2015,White,30000,29000
1091,Chevrolet,Malibu,2015,Blue,35000,27000
1092,Hyundai,Venue,2018,Silver,55000,12000
1093,Toyota,Yaris,2017,Black,50000,15000
1094,Toyota,Camry,2020,White,40000,17000
1095,Honda,Civic,2015,Blue,60000,14000
1096,Toyota,Camry,2018,White,55000,12000
1097,Honda,Civic,2020,Blue,50000,15000
1098,Ford,Focus,2019,Silver,40000,17000
1099,Chevrolet,Cruze,2017,Red,35000,14000
1100,Hyundai,Elantra,2018,Black,70000,12000
1101,Toyota,Corolla,2017,Gray,55000,15000
1102,Honda,Accord,2015,White,50000,17000
1103,Ford,Mustang,2019,Yellow,40000,14000
1104,Chevrolet,Impala,2016,Black,45000,16000
1105,Hyundai,Sonata,2019,Blue,35000,18000
1106,Toyota,Rav19,2018,Gray,60000,19000
1107,Honda,CR-V,2017,Red,50000,18000
1108,Ford,Escape,2020,White,40000,22000
1109,Chevrolet,Equinox,2019,Black,35000,25000
1110,Hyundai,Kona,2016,Blue,70000,18000
1111,Toyota,Highlander,2015,Silver,55000,19000
1112,Honda,Pilot,2015,Gray,50000,17000
1113,Ford,Explorer,2018,White,45000,16000
1114,Chevrolet,Traverse,2016,Black,40000,18000
1115,Hyundai,Santa Fe,2018,Red,35000,20000
1116,Toyota,4Runner,2016,Silver,55000,19000
1117,Honda,Odyssey,2015,White,50000,23000
1118,Ford,Edge,2017,Blue,40000,21000
1119,Chevrolet,Tahoe,2019,Black,35000,24000
1120,Hyundai,Palisade,2018,Silver,70000,20000
1121,Toyota,Sienna,2018,Red,55000,22000
1122,Honda,Fit,2019,Gray,50000,24000
1123,Ford,Fusion,2016,White,45000,23000
1124,Chevrolet,Malibu,2015,Blue,40000,27000
1125,Hyundai,Venue,2018,Silver,35000,25000
1126,Toyota,Yaris,2017,Black,70000,28000
1127,Honda,HR-V,2015,White,55000,22000
1128,Ford,EcoSport,2017,Red,50000,21000
1129,Chevrolet,Spark,2017,Blue,45000,26000
1130,Hyundai,Accent,2016,Silver,30000,29000
1131,Toyota,Prius,2017,Gray,35000,27000
1132,Honda,Civic,2019,White,55000,12000
1133,Ford,Fiesta,2019,Blue,50000,15000
1134,Chevrolet,Cruze,2016,Black,40000,17000
1135,Hyundai,Elantra,2020,Red,60000,14000
1136,Toyota,Camry,2018,Silver,55000,12000
1137,Honda,Accord,2017,White,45000,18000
1138,Ford,Mustang,2016,Blue,35000,16000
1139,Chevrolet,Camaro,2019,Red,55000,14000
1140,Hyundai,Genesis,2018,Black,60000,12000
1141,Toyota,Avalon,2017,Silver,40000,15000
1142,Honda,Civic,2016,Gray,25000,19000
1143,Ford,Fusion,2017,White,30000,18000
1144,Chevrolet,Impala,2019,Blue,65000,22000
1145,Hyundai,Sonata,2018,Red,55000,16000
1146,Toyota,Corolla,2020,Silver,50000,14000
1147,Honda,CR-V,2020,White,55000,19000
1148,Ford,Escape,2018,Blue,30000,23000
1149,Chevrolet,Equinox,2015,Black,40000,21000
1150,Hyundai,Tucson,2019,Red,45000,18000
1151,Toyota,Rav19,2019,Gray,35000,20000
1152,Honda,Pilot,2018,White,60000,25000
1153,Ford,Explorer,2015,Blue,55000,24000
1154,Chevrolet,Traverse,2020,Black,50000,23000
1155,Hyundai,Santa Fe,2018,Red,35000,28000
1156,Toyota,4Runner,2017,Silver,40000,25000
1157,Honda,Odyssey,2015,White,70000,27000
1158,Ford,Edge,2020,Blue,55000,22000
1159,Chevrolet,Tahoe,2019,Black,50000,21000
1160,Hyundai,Palisade,2017,Silver,45000,26000
1161,Toyota,Sienna,2019,Red,30000,29000
1162,Honda,Fit,2015,Gray,35000,27000
1163,Ford,Fusion,2016,White,55000,12000
1164,Chevrolet,Malibu,2016,Blue,50000,15000
1165,Hyundai,Venue,2017,Silver,40000,17000
1166,Toyota,Yaris,2016,Black,60000,14000
1167,Toyota,Camry,2016,White,55000,12000
1168,Honda,Civic,2020,Blue,50000,15000
1169,Toyota,Camry,2019,White,40000,17000
1170,Honda,Civic,2016,Blue,35000,14000
1171,Ford,Focus,2017,Silver,70000,12000
1172,Chevrolet,Cruze,2020,Red,55000,15000
1173,Hyundai,Elantra,2016,Black,50000,17000
1174,Toyota,Corolla,2019,Gray,40000,14000
1175,Honda,Accord,2015,White,45000,16000
1176,Ford,Mustang,2018,Yellow,35000,18000
1177,Chevrolet,Impala,2015,Black,60000,19000
1178,Hyundai,Sonata,2018,Blue,50000,18000
1179,Toyota,Rav20,2020,Gray,40000,22000
1180,Honda,CR-V,2016,Red,35000,25000
1181,Ford,Escape,2015,White,70000,18000
1182,Chevrolet,Equinox,2020,Black,55000,19000
1183,Hyundai,Kona,2016,Blue,50000,17000
1184,Toyota,Highlander,2017,Silver,45000,16000
1185,Honda,Pilot,2019,Gray,40000,18000
1186,Ford,Explorer,2017,White,35000,20000
1187,Chevrolet,Traverse,2019,Black,55000,19000
1188,Hyundai,Santa Fe,2019,Red,50000,23000
1189,Toyota,4Runner,2020,Silver,40000,21000
1190,Honda,Odyssey,2015,White,35000,24000
1191,Ford,Edge,2018,Blue,70000,20000
1192,Chevrolet,Tahoe,2017,Black,55000,22000
1193,Hyundai,Palisade,2016,Silver,50000,24000
1194,Toyota,Sienna,2020,Red,45000,23000
1195,Honda,Fit,2019,Gray,40000,27000
1196,Ford,Fusion,2015,White,35000,25000
1197,Chevrolet,Malibu,2017,Blue,70000,28000
1198,Hyundai,Venue,2018,Silver,55000,22000
1199,Toyota,Yaris,2016,Black,50000,21000
1200,Honda,HR-V,2019,White,45000,26000
1201,Ford,EcoSport,2020,Red,30000,29000
1202,Chevrolet,Spark,2017,Blue,35000,27000
1203,Hyundai,Accent,2017,Silver,55000,12000
1204,Toyota,Prius,2020,Gray,50000,15000
1205,Honda,Civic,2018,White,40000,17000
1206,Ford,Fiesta,2015,Blue,60000,14000
1207,Chevrolet,Cruze,2020,Black,55000,12000
1208,Hyundai,Elantra,2017,Red,45000,18000
1209,Toyota,Camry,2016,Silver,35000,16000
1210,Honda,Accord,2016,White,55000,14000
1211,Ford,Mustang,2020,Blue,60000,12000
1212,Chevrolet,Camaro,2020,Red,40000,15000
1213,Hyundai,Genesis,2020,Black,25000,19000
1214,Toyota,Avalon,2016,Silver,30000,18000
1215,Honda,Civic,2016,Gray,65000,22000
1216,Ford,Fusion,2018,White,55000,16000
1217,Chevrolet,Impala,2018,Blue,50000,14000
1218,Hyundai,Sonata,2017,Red,55000,19000
1219,Toyota,Corolla,2018,Silver,30000,23000
1220,Honda,CR-V,2018,White,40000,21000
1221,Ford,Escape,2017,Blue,45000,18000
1222,Chevrolet,Equinox,2018,Black,35000,20000
1223,Hyundai,Tucson,2017,Red,60000,25000
1224,Toyota,Rav20,2015,Gray,55000,24000
1225,Honda,Pilot,2018,White,50000,23000
1226,Ford,Explorer,2015,Blue,35000,28000
1227,Chevrolet,Traverse,2020,Black,40000,25000
1228,Hyundai,Santa Fe,2020,Red,70000,27000
1229,Toyota,4Runner,2017,Silver,55000,22000
1230,Honda,Odyssey,2017,White,50000,21000
1231,Ford,Edge,2018,Blue,45000,26000
1232,Chevrolet,Tahoe,2019,Black,30000,29000
1233,Hyundai,Palisade,2019,Silver,35000,27000
1234,Toyota,Sienna,2016,Red,55000,12000
1235,Honda,Fit,2015,Gray,50000,15000
1236,Ford,Fusion,2020,White,40000,17000
1237,Chevrolet,Malibu,2015,Blue,60000,14000
1238,Hyundai,Venue,2017,Silver,55000,12000
1239,Toyota,Yaris,2018,Black,50000,15000
1240,Toyota,Camry,2017,White,40000,17000
1241,Honda,Civic,2020,Blue,35000,14000
1242,Toyota,Camry,2020,White,70000,12000
1243,Honda,Civic,2018,Blue,55000,15000
1244,Ford,Focus,2018,Silver,50000,17000
1245,Chevrolet,Cruze,2020,Red,40000,14000
1246,Hyundai,Elantra,2020,Black,45000,16000
1247,Toyota,Corolla,2015,Gray,35000,18000
1248,Honda,Accord,2017,White,60000,19000
1249,Ford,Mustang,2015,Yellow,50000,18000
1250,Chevrolet,Impala,2018,Black,40000,22000
1251,Hyundai,Sonata,2017,Blue,35000,25000
1252,Toyota,Rav21,2019,Gray,70000,18000
1253,Honda,CR-V,2018,Red,55000,19000
1254,Ford,Escape,2016,White,50000,17000
1255,Chevrolet,Equinox,2015,Black,45000,16000
1256,Hyundai,Kona,2017,Blue,40000,18000
1257,Toyota,Highlander,2017,Silver,35000,20000
1258,Honda,Pilot,2017,Gray,55000,19000
1259,Ford,Explorer,2016,White,50000,23000
1260,Chevrolet,Traverse,2015,Black,40000,21000
1261,Hyundai,Santa Fe,2018,Red,35000,24000
1262,Toyota,4Runner,2016,Silver,70000,20000
1263,Honda,Odyssey,2020,White,55000,22000
1264,Ford,Edge,2018,Blue,50000,24000
1265,Chevrolet,Tahoe,2015,Black,45000,23000
1266,Hyundai,Palisade,2019,Silver,40000,27000
1267,Toyota,Sienna,2018,Red,35000,25000
1268,Honda,Fit,2016,Gray,70000,28000
1269,Ford,Fusion,2018,White,55000,22000
1270,Chevrolet,Malibu,2019,Blue,50000,21000
1271,Hyundai,Venue,2020,Silver,45000,26000
1272,Toyota,Yaris,2015,Black,30000,29000
1273,Honda,HR-V,2020,White,35000,27000
1274,Ford,EcoSport,2017,Red,55000,12000
1275,Chevrolet,Spark,2015,Blue,50000,15000
1276,Hyundai,Accent,2018,Silver,40000,17000
1277,Toyota,Prius,2016,Gray,60000,14000
1278,Honda,Civic,2016,White,55000,12000
1279,Ford,Fiesta,2018,Blue,45000,18000
1280,Chevrolet,Cruze,2016,Black,35000,16000
1281,Hyundai,Elantra,2016,Red,55000,14000
1282,Toyota,Camry,2015,Silver,60000,12000
1283,Honda,Accord,2018,White,40000,15000
1284,Ford,Mustang,2015,Blue,25000,19000
1285,Chevrolet,Camaro,2015,Red,30000,18000
1286,Hyundai,Genesis,2019,Black,65000,22000
1287,Toyota,Avalon,2020,Silver,55000,16000
1288,Honda,Civic,2019,Gray,50000,14000
1289,Ford,Fusion,2015,White,55000,19000
1290,Chevrolet,Impala,2019,Blue,30000,23000
1291,Hyundai,Sonata,2018,Red,40000,21000
1292,Toyota,Corolla,2018,Silver,45000,18000
1293,Honda,CR-V,2019,White,35000,20000
1294,Ford,Escape,2020,Blue,60000,25000
1295,Chevrolet,Equinox,2020,Black,55000,24000
1296,Hyundai,Tucson,2019,Red,50000,23000
1297,Toyota,Rav21,2019,Gray,35000,28000
1298,Honda,Pilot,2015,White,40000,25000
1299,Ford,Explorer,2016,Blue,70000,27000
1300,Chevrolet,Traverse,2020,Black,55000,22000
1301,Hyundai,Santa Fe,2018,Red,50000,21000
1302,Toyota,4Runner,2015,Silver,45000,26000
1303,Honda,Odyssey,2015,White,30000,29000
1304,Ford,Edge,2015,Blue,35000,27000
1305,Chevrolet,Tahoe,2020,Black,55000,12000
1306,Hyundai,Palisade,2018,Silver,50000,15000
1307,Toyota,Sienna,2019,Red,40000,17000
1308,Honda,Fit,2018,Gray,60000,14000
1309,Ford,Fusion,2019,White,55000,12000
1310,Chevrolet,Malibu,2017,Blue,50000,15000
1311,Hyundai,Venue,2020,Silver,40000,17000
1312,Toyota,Yaris,2019,Black,35000,14000
1313,Toyota,Camry,2015,White,70000,12000
1314,Honda,Civic,2019,Blue,55000,15000
1315,Toyota,Camry,2020,White,50000,17000
1316,Honda,Civic,2015,Blue,40000,14000
1317,Ford,Focus,2017,Silver,45000,16000
1318,Chevrolet,Cruze,2018,Red,35000,18000
1319,Hyundai,Elantra,2019,Black,60000,19000
1320,Toyota,Corolla,2020,Gray,50000,18000
1321,Honda,Accord,2016,White,40000,22000
1322,Ford,Mustang,2016,Yellow,35000,25000
1323,Chevrolet,Impala,2020,Black,70000,18000
1324,Hyundai,Sonata,2015,Blue,55000,19000
1325,Toyota,Rav22,2015,Gray,50000,17000
1326,Honda,CR-V,2020,Red,45000,16000
1327,Ford,Escape,2018,White,40000,18000
1328,Chevrolet,Equinox,2017,Black,35000,20000
1329,Hyundai,Kona,2017,Blue,55000,19000
1330,Toyota,Highlander,2020,Silver,50000,23000
1331,Honda,Pilot,2015,Gray,40000,21000
1332,Ford,Explorer,2018,White,35000,24000
1333,Chevrolet,Traverse,2020,Black,70000,20000
1334,Hyundai,Santa Fe,2019,Red,55000,22000
1335,Toyota,4Runner,2015,Silver,50000,24000
1336,Honda,Odyssey,2016,White,45000,23000
1337,Ford,Edge,2019,Blue,40000,27000
1338,Chevrolet,Tahoe,2018,Black,35000,25000
1339,Hyundai,Palisade,2015,Silver,70000,28000
1340,Toyota,Sienna,2019,Red,55000,22000
1341,Honda,Fit,2016,Gray,50000,21000
1342,Ford,Fusion,2017,White,45000,26000
1343,Chevrolet,Malibu,2016,Blue,30000,29000
1344,Hyundai,Venue,2018,Silver,35000,27000
1345,Toyota,Yaris,2016,Black,55000,12000
1346,Honda,HR-V,2018,White,50000,15000
1347,Ford,EcoSport,2015,Red,40000,17000
1348,Chevrolet,Spark,2015,Blue,60000,14000
1349,Hyundai,Accent,2016,Silver,55000,12000
1350,Toyota,Prius,2018,Gray,45000,18000
1351,Honda,Civic,2015,White,35000,16000
1352,Ford,Fiesta,2017,Blue,55000,14000
1353,Chevrolet,Cruze,2020,Black,60000,12000
1354,Hyundai,Elantra,2017,Red,40000,15000
1355,Toyota,Camry,2018,Silver,25000,19000
1356,Honda,Accord,2018,White,30000,18000
1357,Ford,Mustang,2019,Blue,65000,22000
1358,Chevrolet,Camaro,2018,Red,55000,16000
1359,Hyundai,Genesis,2019,Black,50000,14000
1360,Toyota,Avalon,2016,Silver,55000,19000
1361,Honda,Civic,2015,Gray,30000,23000
1362,Ford,Fusion,2015,White,40000,21000
1363,Chevrolet,Impala,2017,Blue,45000,18000
1364,Hyundai,Sonata,2020,Red,35000,20000
1365,Toyota,Corolla,2017,Silver,60000,25000
1366,Honda,CR-V,2017,White,55000,24000
1367,Ford,Escape,2017,Blue,50000,23000
1368,Chevrolet,Equinox,2015,Black,35000,28000
1369,Hyundai,Tucson,2020,Red,40000,25000
1370,Toyota,Rav22,2019,Gray,70000,27000
1371,Honda,Pilot,2017,White,55000,22000
1372,Ford,Explorer,2016,Blue,50000,21000
1373,Chevrolet,Traverse,2018,Black,45000,26000
1374,Hyundai,Santa Fe,2018,Red,30000,29000
1375,Toyota,4Runner,2020,Silver,35000,27000
1376,Honda,Odyssey,2015,White,55000,12000
1377,Ford,Edge,2016,Blue,50000,15000
1378,Chevrolet,Tahoe,2016,Black,40000,17000
1379,Hyundai,Palisade,2018,Silver,60000,14000
1380,Toyota,Sienna,2015,Red,55000,12000
1381,Honda,Fit,2018,Gray,50000,15000
1382,Ford,Fusion,2020,White,40000,17000
1383,Chevrolet,Malibu,2017,Blue,35000,14000
1384,Hyundai,Venue,2020,Silver,70000,12000
1385,Toyota,Yaris,2018,Black,55000,15000
1386,Toyota,Camry,2020,White,50000,17000
1387,Honda,Civic,2016,Blue,40000,14000
1388,Toyota,Camry,2015,White,45000,16000
1389,Honda,Civic,2019,Blue,35000,18000
1390,Ford,Focus,2017,Silver,60000,19000
1391,Chevrolet,Cruze,2015,Red,50000,18000
1392,Hyundai,Elantra,2015,Black,40000,22000
1393,Toyota,Corolla,2019,Gray,35000,25000
1394,Honda,Accord,2018,White,70000,18000
1395,Ford,Mustang,2017,Yellow,55000,19000
1396,Chevrolet,Impala,2020,Black,50000,17000
1397,Hyundai,Sonata,2020,Blue,45000,16000
1398,Toyota,Rav23,2016,Gray,40000,18000
1399,Honda,CR-V,2019,Red,35000,20000
1400,Ford,Escape,2015,White,55000,19000
1401,Chevrolet,Equinox,2017,Black,50000,23000
1402,Hyundai,Kona,2019,Blue,40000,21000
1403,Toyota,Highlander,2020,Silver,35000,24000
1404,Honda,Pilot,2019,Gray,70000,20000
1405,Ford,Explorer,2016,White,55000,22000
1406,Chevrolet,Traverse,2017,Black,50000,24000
1407,Hyundai,Santa Fe,2015,Red,45000,23000
1408,Toyota,4Runner,2016,Silver,40000,27000
1409,Honda,Odyssey,2020,White,35000,25000
1410,Ford,Edge,2018,Blue,70000,28000
1411,Chevrolet,Tahoe,2020,Black,55000,22000
1412,Hyundai,Palisade,2016,Silver,50000,21000
1413,Toyota,Sienna,2017,Red,45000,26000
1414,Honda,Fit,2016,Gray,30000,29000
1415,Ford,Fusion,2015,White,35000,27000
1416,Chevrolet,Malibu,2016,Blue,55000,12000
1417,Hyundai,Venue,2020,Silver,50000,15000
1418,Toyota,Yaris,2019,Black,40000,17000
1419,Honda,HR-V,2018,White,60000,14000
1420,Ford,EcoSport,2020,Red,55000,12000
1421,Chevrolet,Spark,2015,Blue,45000,18000
1422,Hyundai,Accent,2019,Silver,35000,16000
1423,Toyota,Prius,2017,Gray,55000,14000
1424,Honda,Civic,2016,White,60000,12000
1425,Ford,Fiesta,2020,Blue,40000,15000
1426,Chevrolet,Cruze,2020,Black,25000,19000
1427,Hyundai,Elantra,2017,Red,30000,18000
1428,Toyota,Camry,2019,Silver,65000,22000
1429,Honda,Accord,2015,White,55000,16000
1430,Ford,Mustang,2019,Blue,50000,14000
1431,Chevrolet,Camaro,2018,Red,55000,19000
1432,Hyundai,Genesis,2019,Black,30000,23000
1433,Toyota,Avalon,2019,Silver,40000,21000
1434,Honda,Civic,2020,Gray,45000,18000
1435,Ford,Fusion,2018,White,35000,20000
1436,Chevrolet,Impala,2017,Blue,60000,25000
1437,Hyundai,Sonata,2019,Red,55000,24000
1438,Toyota,Corolla,2020,Silver,50000,23000
1439,Honda,CR-V,2015,White,35000,28000
1440,Ford,Escape,2020,Blue,40000,25000
1441,Chevrolet,Equinox,2020,Black,70000,27000
1442,Hyundai,Tucson,2018,Red,55000,22000
1443,Toyota,Rav23,2016,Gray,50000,21000
1444,Honda,Pilot,2019,White,45000,26000
1445,Ford,Explorer,2015,Blue,30000,29000
1446,Chevrolet,Traverse,2017,Black,35000,27000
1447,Hyundai,Santa Fe,2017,Red,55000,12000
1448,Toyota,4Runner,2016,Silver,50000,15000
1449,Honda,Odyssey,2016,White,40000,17000
1450,Ford,Edge,2017,Blue,60000,14000
1451,Chevrolet,Tahoe,2020,Black,55000,12000
1452,Hyundai,Palisade,2016,Silver,50000,15000
1453,Toyota,Sienna,2018,Red,40000,17000
1454,Honda,Fit,2018,Gray,35000,14000
1455,Ford,Fusion,2020,White,70000,12000
1456,Chevrolet,Malibu,2017,Blue,55000,15000
1457,Hyundai,Venue,2017,Silver,50000,17000
1458,Toyota,Yaris,2015,Black,40000,14000
1459,Toyota,Camry,2017,White,45000,16000
1460,Honda,Civic,2017,Blue,35000,18000
1461,Toyota,Camry,2015,White,60000,19000
1462,Honda,Civic,2016,Blue,50000,18000
1463,Ford,Focus,2018,Silver,40000,22000
1464,Chevrolet,Cruze,2019,Red,35000,25000
1465,Hyundai,Elantra,2020,Black,70000,18000
1466,Toyota,Corolla,2020,Gray,55000,19000
1467,Honda,Accord,2017,White,50000,17000
1468,Ford,Mustang,2016,Yellow,45000,16000
1469,Chevrolet,Impala,2018,Black,40000,18000
1470,Hyundai,Sonata,2016,Blue,35000,20000
1471,Toyota,Rav24,2016,Gray,55000,19000
1472,Honda,CR-V,2017,Red,50000,23000
1473,Ford,Escape,2017,White,40000,21000
1474,Chevrolet,Equinox,2019,Black,35000,24000
1475,Hyundai,Kona,2018,Blue,70000,20000
1476,Toyota,Highlander,2015,Silver,55000,22000
1477,Honda,Pilot,2015,Gray,50000,24000
1478,Ford,Explorer,2020,White,45000,23000
1479,Chevrolet,Traverse,2020,Black,40000,27000
1480,Hyundai,Santa Fe,2017,Red,35000,25000
1481,Toyota,4Runner,2018,Silver,70000,28000
1482,Honda,Odyssey,2017,White,55000,22000
1483,Ford,Edge,2015,Blue,50000,21000
1484,Chevrolet,Tahoe,2015,Black,45000,26000
1485,Hyundai,Palisade,2019,Silver,30000,29000
1486,Toyota,Sienna,2017,Red,35000,27000
1487,Honda,Fit,2017,Gray,55000,12000
1488,Ford,Fusion,2019,White,50000,15000
1489,Chevrolet,Malibu,2016,Blue,40000,17000
1490,Hyundai,Venue,2015,Silver,60000,14000
1491,Toyota,Yaris,2015,Black,55000,12000
1492,Honda,HR-V,2018,White,45000,18000
1493,Ford,EcoSport,2016,Red,35000,16000
1494,Chevrolet,Spark,2018,Blue,55000,14000
1495,Hyundai,Accent,2018,Silver,60000,12000
1496,Toyota,Prius,2020,Gray,40000,15000
1497,Honda,Civic,2018,White,25000,19000
1498,Ford,Fiesta,2017,Blue,30000,18000
1499,Chevrolet,Cruze,2018,Black,65000,22000
1500,Hyundai,Elantra,2018,Red,55000,16000
1501,Toyota,Camry,2018,Silver,50000,14000
1502,Honda,Accord,2015,White,55000,19000
1503,Ford,Mustang,2015,Blue,30000,23000
1504,Chevrolet,Camaro,2019,Red,40000,21000
1505,Hyundai,Genesis,2016,Black,45000,18000
1506,Toyota,Avalon,2018,Silver,35000,20000
