car_id,Brand,Model,Year,Color,Mileage,Price
1507,Honda,Civic,2015,Gray,60000,25000
1508,Ford,Fusion,2019,White,55000,24000
1509,Chevrolet,Impala,2017,Blue,50000,23000
1510,Hyundai,Sonata,2015,Red,35000,28000
1511,Toyota,Corolla,2019,Silver,40000,25000
1512,Honda,CR-V,2017,White,70000,27000
1513,Ford,Escape,2018,Blue,55000,22000
1514,Chevrolet,Equinox,2019,Black,50000,21000
1515,Hyundai,Tucson,2018,Red,45000,26000
1516,Toyota,Rav24,2017,Gray,30000,29000
1517,Honda,Pilot,2018,White,35000,27000
1518,Ford,Explorer,2016,Blue,55000,12000
1519,Chevrolet,Traverse,2020,Black,50000,15000
1520,Hyundai,Santa Fe,2017,Red,40000,17000
1521,Toyota,4Runner,2020,Silver,60000,14000
1522,Honda,Odyssey,2017,White,55000,12000
1523,Ford,Edge,2015,Blue,50000,15000
1524,Chevrolet,Tahoe,2017,Black,40000,17000
1525,Hyundai,Palisade,2019,Silver,35000,14000
1526,Toyota,Sienna,2017,Red,70000,12000
1527,Honda,Fit,2017,Gray,55000,15000
1528,Ford,Fusion,2020,White,50000,17000
1529,Chevrolet,Malibu,2019,Blue,40000,14000
1530,Hyundai,Venue,2018,Silver,45000,16000
1531,Toyota,Yaris,2019,Black,35000,18000
1532,Toyota,Camry,2016,White,60000,19000
1533,Honda,Civic,2017,Blue,50000,18000
1534,Toyota,Camry,2019,White,40000,22000
1535,Honda,Civic,2015,Blue,35000,25000
1536,Ford,Focus,2019,Silver,70000,18000
1537,Chevrolet,Cruze,2020,Red,55000,19000
1538,Hyundai,Elantra,2020,Black,50000,17000
1539,Toyota,Corolla,2015,Gray,45000,16000
1540,Honda,Accord,2015,White,40000,18000
1541,Ford,Mustang,2020,Yellow,35000,20000
1542,Chevrolet,Impala,2016,Black,55000,19000
1543,Hyundai,Sonata,2017,Blue,50000,23000
1544,Toyota,Rav25,2017,Gray,40000,21000
1545,Honda,CR-V,2020,Red,35000,24000
1546,Ford,Escape,2016,White,70000,20000
1547,Chevrolet,Equinox,2019,Black,55000,22000
1548,Hyundai,Kona,2015,Blue,50000,24000
1549,Toyota,Highlander,2016,Silver,45000,23000
1550,Honda,Pilot,2016,Gray,40000,27000
1551,Ford,Explorer,2020,White,35000,25000
1552,Chevrolet,Traverse,2020,Black,70000,28000
1553,Hyundai,Santa Fe,2016,Red,55000,22000
1554,Toyota,4Runner,2020,Silver,50000,21000
1555,Honda,Odyssey,2018,White,45000,26000
1556,Ford,Edge,2019,Blue,30000,29000
1557,Chevrolet,Tahoe,2016,Black,35000,27000
1558,Hyundai,Palisade,2018,Silver,55000,12000
1559,Toyota,Sienna,2017,Red,50000,15000
1560,Honda,Fit,2020,Gray,40000,17000
1561,Ford,Fusion,2016,White,60000,14000
1562,Chevrolet,Malibu,2019,Blue,55000,12000
1563,Hyundai,Venue,2019,Silver,45000,18000
1564,Toyota,Yaris,2019,Black,35000,16000
1565,Honda,HR-V,2017,White,55000,14000
1566,Ford,EcoSport,2017,Red,60000,12000
1567,Chevrolet,Spark,2017,Blue,40000,15000
1568,Hyundai,Accent,2016,Silver,25000,19000
1569,Toyota,Prius,2017,Gray,30000,18000
1570,Honda,Civic,2016,White,65000,22000
1571,Ford,Fiesta,2017,Blue,55000,16000
1572,Chevrolet,Cruze,2020,Black,50000,14000
1573,Hyundai,Elantra,2020,Red,55000,19000
1574,Toyota,Camry,2018,Silver,30000,23000
1575,Honda,Accord,2016,White,40000,21000
1576,Ford,Mustang,2017,Blue,45000,18000
1577,Chevrolet,Camaro,2015,Red,35000,20000
1578,Hyundai,Genesis,2016,Black,60000,25000
1579,Toyota,Avalon,2018,Silver,55000,24000
1580,Honda,Civic,2016,Gray,50000,23000
1581,Ford,Fusion,2019,White,35000,28000
1582,Chevrolet,Impala,2017,Blue,40000,25000
1583,Hyundai,Sonata,2019,Red,70000,27000
1584,Toyota,Corolla,2016,Silver,55000,22000
1585,Honda,CR-V,2017,White,50000,21000
1586,Ford,Escape,2015,Blue,45000,26000
1587,Chevrolet,Equinox,2019,Black,30000,29000
1588,Hyundai,Tucson,2015,Red,35000,27000
1589,Toyota,Rav25,2015,Gray,55000,12000
1590,Honda,Pilot,2020,White,50000,15000
1591,Ford,Explorer,2016,Blue,40000,17000
1592,Chevrolet,Traverse,2016,Black,60000,14000
1593,Hyundai,Santa Fe,2015,Red,55000,12000
1594,Toyota,4Runner,2015,Silver,50000,15000
1595,Honda,Odyssey,2015,White,40000,17000
1596,Ford,Edge,2017,Blue,35000,14000
1597,Chevrolet,Tahoe,2018,Black,70000,12000
1598,Hyundai,Palisade,2015,Silver,55000,15000
1599,Toyota,Sienna,2019,Red,50000,17000
1600,Honda,Fit,2017,Gray,40000,14000
1601,Ford,Fusion,2019,White,45000,16000
1602,Chevrolet,Malibu,2017,Blue,35000,18000
1603,Hyundai,Venue,2016,Silver,60000,19000
1604,Toyota,Yaris,2018,Black,50000,18000
1605,Toyota,Camry,2020,White,40000,22000
1606,Honda,Civic,2017,Blue,35000,25000
1607,Toyota,Camry,2017,White,70000,18000
1608,Honda,Civic,2017,Blue,55000,19000
1609,Ford,Focus,2020,Silver,50000,17000
1610,Chevrolet,Cruze,2020,Red,45000,16000
1611,Hyundai,Elantra,2018,Black,40000,18000
1612,Toyota,Corolla,2020,Gray,35000,20000
1613,Honda,Accord,2017,White,55000,19000
1614,Ford,Mustang,2016,Yellow,50000,23000
1615,Chevrolet,Impala,2015,Black,40000,21000
1616,Hyundai,Sonata,2016,Blue,35000,24000
1617,Toyota,Rav26,2017,Gray,70000,20000
1618,Honda,CR-V,2016,Red,55000,22000
1619,Ford,Escape,2018,White,50000,24000
1620,Chevrolet,Equinox,2016,Black,45000,23000
1621,Hyundai,Kona,2015,Blue,40000,27000
1622,Toyota,Highlander,2018,Silver,35000,25000
1623,Honda,Pilot,2020,Gray,70000,28000
1624,Ford,Explorer,2016,White,55000,22000
1625,Chevrolet,Traverse,2020,Black,50000,21000
1626,Hyundai,Santa Fe,2017,Red,45000,26000
1627,Toyota,4Runner,2018,Silver,30000,29000
1628,Honda,Odyssey,2020,White,35000,27000
1629,Ford,Edge,2020,Blue,55000,12000
1630,Chevrolet,Tahoe,2017,Black,50000,15000
1631,Hyundai,Palisade,2016,Silver,40000,17000
1632,Toyota,Sienna,2020,Red,60000,14000
1633,Honda,Fit,2020,Gray,55000,12000
1634,Ford,Fusion,2017,White,45000,18000
1635,Chevrolet,Malibu,2018,Blue,35000,16000
1636,Hyundai,Venue,2019,Silver,55000,14000
1637,Toyota,Yaris,2018,Black,60000,12000
1638,Honda,HR-V,2019,White,40000,15000
1639,Ford,EcoSport,2018,Red,25000,19000
1640,Chevrolet,Spark,2015,Blue,30000,18000
1641,Hyundai,Accent,2016,Silver,65000,22000
1642,Toyota,Prius,2017,Gray,55000,16000
1643,Honda,Civic,2016,White,50000,14000
1644,Ford,Fiesta,2020,Blue,55000,19000
1645,Chevrolet,Cruze,2015,Black,30000,23000
1646,Hyundai,Elantra,2016,Red,40000,21000
1647,Toyota,Camry,2017,Silver,45000,18000
1648,Honda,Accord,2019,White,35000,20000
1649,Ford,Mustang,2018,Blue,60000,25000
1650,Chevrolet,Camaro,2019,Red,55000,24000
1651,Hyundai,Genesis,2018,Black,50000,23000
1652,Toyota,Avalon,2015,Silver,35000,28000
1653,Honda,Civic,2017,Gray,40000,25000
1654,Ford,Fusion,2016,White,70000,27000
1655,Chevrolet,Impala,2015,Blue,55000,22000
1656,Hyundai,Sonata,2016,Red,50000,21000
1657,Toyota,Corolla,2017,Silver,45000,26000
1658,Honda,CR-V,2016,White,30000,29000
1659,Ford,Escape,2017,Blue,35000,27000
1660,Chevrolet,Equinox,2019,Black,55000,12000
1661,Hyundai,Tucson,2018,Red,50000,15000
1662,Toyota,Rav26,2020,Gray,40000,17000
1663,Honda,Pilot,2016,White,60000,14000
1664,Ford,Explorer,2020,Blue,55000,12000
1665,Chevrolet,Traverse,2018,Black,50000,15000
1666,Hyundai,Santa Fe,2016,Red,40000,17000
1667,Toyota,4Runner,2020,Silver,35000,14000
1668,Honda,Odyssey,2019,White,70000,12000
1669,Ford,Edge,2015,Blue,55000,15000
1670,Chevrolet,Tahoe,2018,Black,50000,17000
1671,Hyundai,Palisade,2017,Silver,40000,14000
1672,Toyota,Sienna,2017,Red,45000,16000
1673,Honda,Fit,2015,Gray,35000,18000
1674,Ford,Fusion,2018,White,60000,19000
1675,Chevrolet,Malibu,2016,Blue,50000,18000
1676,Hyundai,Venue,2019,Silver,40000,22000
1677,Toyota,Yaris,2018,Black,35000,25000
1678,Toyota,Camry,2017,White,70000,18000
1679,Honda,Civic,2019,Blue,55000,19000
1680,Toyota,Camry,2016,White,50000,17000
1681,Honda,Civic,2020,Blue,45000,16000
1682,Ford,Focus,2016,Silver,40000,18000
1683,Chevrolet,Cruze,2017,Red,35000,20000
1684,Hyundai,Elantra,2016,Black,55000,19000
1685,Toyota,Corolla,2017,Gray,50000,23000
1686,Honda,Accord,2019,White,40000,21000
1687,Ford,Mustang,2016,Yellow,35000,24000
1688,Chevrolet,Impala,2017,Black,70000,20000
1689,Hyundai,Sonata,2017,Blue,55000,22000
1690,Toyota,Rav27,2018,Gray,50000,24000
1691,Honda,CR-V,2017,Red,45000,23000
1692,Ford,Escape,2018,White,40000,27000
1693,Chevrolet,Equinox,2017,Black,35000,25000
1694,Hyundai,Kona,2018,Blue,70000,28000
1695,Toyota,Highlander,2017,Silver,55000,22000
1696,Honda,Pilot,2020,Gray,50000,21000
1697,Ford,Explorer,2015,White,45000,26000
1698,Chevrolet,Traverse,2015,Black,30000,29000
1699,Hyundai,Santa Fe,2019,Red,35000,27000
1700,Toyota,4Runner,2018,Silver,55000,12000
1701,Honda,Odyssey,2017,White,50000,15000
1702,Ford,Edge,2016,Blue,40000,17000
1703,Chevrolet,Tahoe,2019,Black,60000,14000
1704,Hyundai,Palisade,2015,Silver,55000,12000
1705,Toyota,Sienna,2017,Red,45000,18000
1706,Honda,Fit,2018,Gray,35000,16000
1707,Ford,Fusion,2019,White,55000,14000
1708,Chevrolet,Malibu,2017,Blue,60000,12000
1709,Hyundai,Venue,2019,Silver,40000,15000
1710,Toyota,Yaris,2019,Black,25000,19000
1711,Honda,HR-V,2016,White,30000,18000
1712,Ford,EcoSport,2016,Red,65000,22000
1713,Chevrolet,Spark,2017,Blue,55000,16000
1714,Hyundai,Accent,2016,Silver,50000,14000
1715,Toyota,Prius,2015,Gray,55000,19000
1716,Honda,Civic,2019,White,30000,23000
1717,Ford,Fiesta,2019,Blue,40000,21000
1718,Chevrolet,Cruze,2020,Black,45000,18000
1719,Hyundai,Elantra,2020,Red,35000,20000
1720,Toyota,Camry,2016,Silver,60000,25000
1721,Honda,Accord,2015,White,55000,24000
1722,Ford,Mustang,2019,Blue,50000,23000
1723,Chevrolet,Camaro,2015,Red,35000,28000
1724,Hyundai,Genesis,2019,Black,40000,25000
1725,Toyota,Avalon,2019,Silver,70000,27000
1726,Honda,Civic,2017,Gray,55000,22000
1727,Ford,Fusion,2016,White,50000,21000
1728,Chevrolet,Impala,2016,Blue,45000,26000
1729,Hyundai,Sonata,2019,Red,30000,29000
1730,Toyota,Corolla,2016,Silver,35000,27000
1731,Honda,CR-V,2020,White,55000,12000
1732,Ford,Escape,2015,Blue,50000,15000
1733,Chevrolet,Equinox,2015,Black,40000,17000
1734,Hyundai,Tucson,2015,Red,60000,14000
1735,Toyota,Rav27,2017,Gray,55000,12000
1736,Honda,Pilot,2019,White,50000,15000
1737,Ford,Explorer,2017,Blue,40000,17000
1738,Chevrolet,Traverse,2017,Black,35000,14000
1739,Hyundai,Santa Fe,2019,Red,70000,12000
1740,Toyota,4Runner,2019,Silver,55000,15000
1741,Honda,Odyssey,2020,White,50000,17000
1742,Ford,Edge,2016,Blue,40000,14000
1743,Chevrolet,Tahoe,2017,Black,45000,16000
1744,Hyundai,Palisade,2019,Silver,35000,18000
1745,Toyota,Sienna,2015,Red,60000,19000
1746,Honda,Fit,2019,Gray,50000,18000
1747,Ford,Fusion,2020,White,40000,22000
1748,Chevrolet,Malibu,2015,Blue,35000,25000
1749,Hyundai,Venue,2018,Silver,70000,18000
1750,Toyota,Yaris,2018,Black,55000,19000
1751,Toyota,Camry,2016,White,50000,17000
1752,Honda,Civic,2016,Blue,45000,16000
1753,Toyota,Camry,2019,White,40000,18000
1754,Honda,Civic,2020,Blue,35000,20000
1755,Ford,Focus,2019,Silver,55000,19000
1756,Chevrolet,Cruze,2016,Red,50000,23000
1757,Hyundai,Elantra,2016,Black,40000,21000
1758,Toyota,Corolla,2016,Gray,35000,24000
1759,Honda,Accord,2015,White,70000,20000
1760,Ford,Mustang,2019,Yellow,55000,22000
1761,Chevrolet,Impala,2015,Black,50000,24000
1762,Hyundai,Sonata,2019,Blue,45000,23000
1763,Toyota,Rav28,2015,Gray,40000,27000
1764,Honda,CR-V,2020,Red,35000,25000
1765,Ford,Escape,2020,White,70000,28000
1766,Chevrolet,Equinox,2015,Black,55000,22000
1767,Hyundai,Kona,2020,Blue,50000,21000
1768,Toyota,Highlander,2020,Silver,45000,26000
1769,Honda,Pilot,2015,Gray,30000,29000
1770,Ford,Explorer,2016,White,35000,27000
1771,Chevrolet,Traverse,2019,Black,55000,12000
1772,Hyundai,Santa Fe,2020,Red,50000,15000
1773,Toyota,4Runner,2015,Silver,40000,17000
1774,Honda,Odyssey,2016,White,60000,14000
1775,Ford,Edge,2016,Blue,55000,12000
1776,Chevrolet,Tahoe,2018,Black,45000,18000
1777,Hyundai,Palisade,2020,Silver,35000,16000
1778,Toyota,Sienna,2016,Red,55000,14000
1779,Honda,Fit,2016,Gray,60000,12000
1780,Ford,Fusion,2015,White,40000,15000
1781,Chevrolet,Malibu,2016,Blue,25000,19000
1782,Hyundai,Venue,2019,Silver,30000,18000
1783,Toyota,Yaris,2015,Black,65000,22000
1784,Honda,HR-V,2018,White,55000,16000
1785,Ford,EcoSport,2018,Red,50000,14000
1786,Chevrolet,Spark,2017,Blue,55000,19000
1787,Hyundai,Accent,2020,Silver,30000,23000
1788,Toyota,Prius,2016,Gray,40000,21000
1789,Honda,Civic,2017,White,45000,18000
1790,Ford,Fiesta,2016,Blue,35000,20000
1791,Chevrolet,Cruze,2020,Black,60000,25000
1792,Hyundai,Elantra,2017,Red,55000,24000
1793,Toyota,Camry,2019,Silver,50000,23000
1794,Honda,Accord,2016,White,35000,28000
1795,Ford,Mustang,2016,Blue,40000,25000
1796,Chevrolet,Camaro,2017,Red,70000,27000
1797,Hyundai,Genesis,2016,Black,55000,22000
1798,Toyota,Avalon,2016,Silver,50000,21000
1799,Honda,Civic,2015,Gray,45000,26000
1800,Ford,Fusion,2019,White,30000,29000
1801,Chevrolet,Impala,2016,Blue,35000,27000
1802,Hyundai,Sonata,2020,Red,55000,12000
1803,Toyota,Corolla,2016,Silver,50000,15000
1804,Honda,CR-V,2018,White,40000,17000
1805,Ford,Escape,2015,Blue,60000,14000
1806,Chevrolet,Equinox,2017,Black,55000,12000
1807,Hyundai,Tucson,2017,Red,50000,15000
1808,Toyota,Rav28,2017,Gray,40000,17000
1809,Honda,Pilot,2019,White,35000,14000
1810,Ford,Explorer,2015,Blue,70000,12000
1811,Chevrolet,Traverse,2016,Black,55000,15000
1812,Hyundai,Santa Fe,2020,Red,50000,17000
1813,Toyota,4Runner,2019,Silver,40000,14000
1814,Honda,Odyssey,2017,White,45000,16000
1815,Ford,Edge,2017,Blue,35000,18000
1816,Chevrolet,Tahoe,2015,Black,60000,19000
1817,Hyundai,Palisade,2020,Silver,50000,18000
1818,Toyota,Sienna,2019,Red,40000,22000
1819,Honda,Fit,2019,Gray,35000,25000
1820,Ford,Fusion,2018,White,70000,18000
1821,Chevrolet,Malibu,2015,Blue,55000,19000
1822,Hyundai,Venue,2017,Silver,50000,17000
1823,Toyota,Yaris,2018,Black,45000,16000
1824,Toyota,Camry,2015,White,40000,18000
1825,Honda,Civic,2016,Blue,35000,20000
1826,Toyota,Camry,2016,White,55000,19000
1827,Honda,Civic,2019,Blue,50000,23000
1828,Ford,Focus,2016,Silver,40000,21000
1829,Chevrolet,Cruze,2015,Red,35000,24000
1830,Hyundai,Elantra,2016,Black,70000,20000
1831,Toyota,Corolla,2015,Gray,55000,22000
1832,Honda,Accord,2017,White,50000,24000
1833,Ford,Mustang,2017,Yellow,45000,23000
1834,Chevrolet,Impala,2015,Black,40000,27000
1835,Hyundai,Sonata,2018,Blue,35000,25000
1836,Toyota,Rav29,2015,Gray,70000,28000
1837,Honda,CR-V,2015,Red,55000,22000
1838,Ford,Escape,2016,White,50000,21000
1839,Chevrolet,Equinox,2019,Black,45000,26000
1840,Hyundai,Kona,2016,Blue,30000,29000
1841,Toyota,Highlander,2017,Silver,35000,27000
1842,Honda,Pilot,2015,Gray,55000,12000
1843,Ford,Explorer,2016,White,50000,15000
1844,Chevrolet,Traverse,2019,Black,40000,17000
1845,Hyundai,Santa Fe,2015,Red,60000,14000
1846,Toyota,4Runner,2019,Silver,55000,12000
1847,Honda,Odyssey,2020,White,45000,18000
1848,Ford,Edge,2019,Blue,35000,16000
1849,Chevrolet,Tahoe,2017,Black,55000,14000
1850,Hyundai,Palisade,2016,Silver,60000,12000
1851,Toyota,Sienna,2019,Red,40000,15000
1852,Honda,Fit,2017,Gray,25000,19000
1853,Ford,Fusion,2020,White,30000,18000
1854,Chevrolet,Malibu,2018,Blue,65000,22000
1855,Hyundai,Venue,2016,Silver,55000,16000
1856,Toyota,Yaris,2017,Black,50000,14000
1857,Honda,HR-V,2016,White,55000,19000
1858,Ford,EcoSport,2020,Red,30000,23000
1859,Chevrolet,Spark,2016,Blue,40000,21000
1860,Hyundai,Accent,2016,Silver,45000,18000
1861,Toyota,Prius,2015,Gray,35000,20000
1862,Honda,Civic,2018,White,60000,25000
1863,Ford,Fiesta,2019,Blue,55000,24000
1864,Chevrolet,Cruze,2016,Black,50000,23000
1865,Hyundai,Elantra,2017,Red,35000,28000
1866,Toyota,Camry,2018,Silver,40000,25000
1867,Honda,Accord,2018,White,70000,27000
1868,Ford,Mustang,2019,Blue,55000,22000
1869,Chevrolet,Camaro,2017,Red,50000,21000
1870,Hyundai,Genesis,2017,Black,45000,26000
1871,Toyota,Avalon,2020,Silver,30000,29000
1872,Honda,Civic,2015,Gray,35000,27000
1873,Ford,Fusion,2020,White,55000,12000
1874,Chevrolet,Impala,2015,Blue,50000,15000
1875,Hyundai,Sonata,2017,Red,40000,17000
1876,Toyota,Corolla,2017,Silver,60000,14000
1877,Honda,CR-V,2020,White,55000,12000
1878,Ford,Escape,2015,Blue,50000,15000
1879,Chevrolet,Equinox,2017,Black,40000,17000
1880,Hyundai,Tucson,2020,Red,35000,14000
1881,Toyota,Rav29,2017,Gray,70000,12000
1882,Honda,Pilot,2017,White,55000,15000
1883,Ford,Explorer,2017,Blue,50000,17000
1884,Chevrolet,Traverse,2020,Black,40000,14000
1885,Hyundai,Santa Fe,2018,Red,45000,16000
1886,Toyota,4Runner,2015,Silver,35000,18000
1887,Honda,Odyssey,2019,White,60000,19000
1888,Ford,Edge,2017,Blue,50000,18000
1889,Chevrolet,Tahoe,2019,Black,40000,22000
1890,Hyundai,Palisade,2018,Silver,35000,25000
1891,Toyota,Sienna,2018,Red,70000,18000
1892,Honda,Fit,2016,Gray,55000,19000
1893,Ford,Fusion,2020,White,50000,17000
1894,Chevrolet,Malibu,2018,Blue,45000,16000
1895,Hyundai,Venue,2019,Silver,40000,18000
1896,Toyota,Yaris,2016,Black,35000,20000
1897,Toyota,Camry,2020,White,55000,19000
1898,Honda,Civic,2018,Blue,50000,23000
1899,Toyota,Camry,2018,White,40000,21000
1900,Honda,Civic,2017,Blue,35000,24000
1901,Ford,Focus,2019,Silver,70000,20000
1902,Chevrolet,Cruze,2016,Red,55000,22000
1903,Hyundai,Elantra,2015,Black,50000,24000
1904,Toyota,Corolla,2020,Gray,45000,23000
1905,Honda,Accord,2018,White,40000,27000
1906,Ford,Mustang,2016,Yellow,35000,25000
1907,Chevrolet,Impala,2015,Black,70000,28000
1908,Hyundai,Sonata,2020,Blue,55000,22000
1909,Toyota,Rav30,2016,Gray,50000,21000
1910,Honda,CR-V,2016,Red,45000,26000
1911,Ford,Escape,2015,White,30000,29000
1912,Chevrolet,Equinox,2016,Black,35000,27000
1913,Hyundai,Kona,2019,Blue,55000,12000
1914,Toyota,Highlander,2016,Silver,50000,15000
1915,Honda,Pilot,2015,Gray,40000,17000
1916,Ford,Explorer,2018,White,60000,14000
1917,Chevrolet,Traverse,2015,Black,55000,12000
1918,Hyundai,Santa Fe,2016,Red,45000,18000
1919,Toyota,4Runner,2016,Silver,35000,16000
1920,Honda,Odyssey,2015,White,55000,14000
1921,Ford,Edge,2019,Blue,60000,12000
1922,Chevrolet,Tahoe,2015,Black,40000,15000
1923,Hyundai,Palisade,2016,Silver,25000,19000
1924,Toyota,Sienna,2018,Red,30000,18000
1925,Honda,Fit,2020,Gray,65000,22000
1926,Ford,Fusion,2018,White,55000,16000
1927,Chevrolet,Malibu,2015,Blue,50000,14000
1928,Hyundai,Venue,2016,Silver,55000,19000
1929,Toyota,Yaris,2019,Black,30000,23000
1930,Honda,HR-V,2015,White,40000,21000
1931,Ford,EcoSport,2015,Red,45000,18000
1932,Chevrolet,Spark,2015,Blue,35000,20000
1933,Hyundai,Accent,2019,Silver,60000,25000
1934,Toyota,Prius,2018,Gray,55000,24000
1935,Honda,Civic,2020,White,50000,23000
1936,Ford,Fiesta,2018,Blue,35000,28000
1937,Chevrolet,Cruze,2018,Black,40000,25000
1938,Hyundai,Elantra,2018,Red,70000,27000
1939,Toyota,Camry,2018,Silver,55000,22000
1940,Honda,Accord,2015,White,50000,21000
1941,Ford,Mustang,2017,Blue,45000,26000
1942,Chevrolet,Camaro,2018,Red,30000,29000
1943,Hyundai,Genesis,2020,Black,35000,27000
1944,Toyota,Avalon,2016,Silver,55000,12000
1945,Honda,Civic,2017,Gray,50000,15000
1946,Ford,Fusion,2015,White,40000,17000
1947,Chevrolet,Impala,2019,Blue,60000,14000
1948,Hyundai,Sonata,2015,Red,55000,12000
1949,Toyota,Corolla,2016,Silver,50000,15000
1950,Honda,CR-V,2019,White,40000,17000
1951,Ford,Escape,2019,Blue,35000,14000
1952,Chevrolet,Equinox,2016,Black,70000,12000
1953,Hyundai,Tucson,2020,Red,55000,15000
1954,Toyota,Rav30,2018,Gray,50000,17000
1955,Honda,Pilot,2018,White,40000,14000
1956,Ford,Explorer,2019,Blue,45000,16000
1957,Chevrolet,Traverse,2017,Black,35000,18000
1958,Hyundai,Santa Fe,2019,Red,60000,19000
1959,Toyota,4Runner,2018,Silver,50000,18000
1960,Honda,Odyssey,2018,White,40000,22000
1961,Ford,Edge,2018,Blue,35000,25000
1962,Chevrolet,Tahoe,2020,Black,70000,18000
1963,Hyundai,Palisade,2020,Silver,55000,19000
1964,Toyota,Sienna,2016,Red,50000,17000
1965,Honda,Fit,2019,Gray,45000,16000
1966,Ford,Fusion,2018,White,40000,18000
1967,Chevrolet,Malibu,2018,Blue,35000,20000
1968,Hyundai,Venue,2016,Silver,55000,19000
1969,Toyota,Yaris,2017,Black,50000,23000
1970,Toyota,Camry,2017,White,40000,21000
1971,Honda,Civic,2020,Blue,35000,24000
1972,Toyota,Camry,2015,White,70000,20000
1973,Honda,Civic,2019,Blue,55000,22000
1974,Ford,Focus,2016,Silver,50000,24000
1975,Chevrolet,Cruze,2020,Red,45000,23000
1976,Hyundai,Elantra,2017,Black,40000,27000
1977,Toyota,Corolla,2018,Gray,35000,25000
1978,Honda,Accord,2018,White,70000,28000
1979,Ford,Mustang,2019,Yellow,55000,22000
1980,Chevrolet,Impala,2019,Black,50000,21000
1981,Hyundai,Sonata,2016,Blue,45000,26000
1982,Toyota,Rav31,2018,Gray,30000,29000
1983,Honda,CR-V,2016,Red,35000,27000
1984,Ford,Escape,2019,White,55000,12000
1985,Chevrolet,Equinox,2020,Black,50000,15000
1986,Hyundai,Kona,2019,Blue,40000,17000
1987,Toyota,Highlander,2017,Silver,60000,14000
1988,Honda,Pilot,2020,Gray,55000,12000
1989,Ford,Explorer,2016,White,45000,18000
1990,Chevrolet,Traverse,2018,Black,35000,16000
1991,Hyundai,Santa Fe,2016,Red,55000,14000
1992,Toyota,4Runner,2015,Silver,60000,12000
1993,Honda,Odyssey,2018,White,40000,15000
1994,Ford,Edge,2020,Blue,25000,19000
1995,Chevrolet,Tahoe,2020,Black,30000,18000
1996,Hyundai,Palisade,2019,Silver,65000,22000
1997,Toyota,Sienna,2018,Red,55000,16000
1998,Honda,Fit,2018,Gray,50000,14000
1999,Ford,Fusion,2017,White,55000,19000
2000,Chevrolet,Malibu,2016,Blue,30000,23000
